task,th,tr,tc,successor
1,114,228,100000,[83]
2,162,324,113,[38]
3,70,100000,49,[52]
4,216,432,151,[52]
5,267,100000,187,"[9, 10]"
6,23,100000,100000,"[7, 8, 11, 12, 25, 26]"
7,208,100000,100000,[83]
8,70,140,100000,[62]
9,34,100000,24,[52]
10,22,100000,100000,"[13, 14, 15, 16, 17, 19]"
11,232,100000,162,"[13, 14, 15, 23, 30, 44]"
12,101,202,100000,"[13, 14, 16, 18, 21, 39, 44]"
13,72,144,100000,[83]
14,206,100000,100000,[62]
15,44,100000,31,[93]
16,139,100000,100000,[38]
17,103,206,100000,[52]
18,156,312,100000,[52]
19,101,100000,100000,"[20, 21, 22, 23, 24, 25, 26]"
20,164,328,100000,[38]
21,111,222,100000,[38]
22,55,100000,100000,[38]
23,26,100000,18,[38]
24,118,100000,100000,[52]
25,37,100000,26,"[28, 29, 30, 36]"
26,69,100000,100000,"[27, 28, 31, 32]"
27,39,78,100000,[83]
28,63,100000,100000,[62]
29,88,176,100000,"[32, 35, 39]"
30,69,138,100000,"[32, 34]"
31,223,100000,156,"[33, 34, 35, 36]"
32,72,100000,100000,[83]
33,31,100000,22,[62]
34,184,100000,129,[38]
35,80,160,56,"[38, 40, 42]"
36,116,232,81,"[37, 38, 39, 41, 42, 44]"
37,70,100000,49,[93]
38,62,124,100000,"[43, 46, 47, 48, 49, 50, 51, 52, 53]"
39,148,100000,100000,[52]
40,396,100000,100000,"[43, 44, 53, 64]"
41,349,698,100000,"[45, 53, 71]"
42,125,100000,100000,"[43, 52]"
43,159,100000,111,[62]
44,184,368,100000,[62]
45,132,100000,100000,[93]
46,42,84,29,"[59, 71]"
47,44,100000,31,"[54, 60]"
48,152,304,100000,"[54, 59, 64]"
49,107,214,100000,[54]
50,271,542,100000,[59]
51,163,100000,100000,"[54, 59, 71]"
52,105,100000,100000,"[54, 55, 56, 57, 58]"
53,179,358,125,[54]
54,217,100000,152,[62]
55,189,378,100000,"[65, 82]"
56,146,100000,100000,"[61, 63, 85]"
57,66,132,100000,"[61, 64, 73, 75, 76]"
58,98,100000,69,"[61, 71, 93, 94]"
59,137,100000,100000,"[72, 73, 74, 75, 76]"
60,174,100000,122,"[63, 65, 82]"
61,164,328,115,[83]
62,84,100000,100000,"[65, 66, 67, 68, 69, 70]"
63,187,100000,131,[93]
64,291,582,204,"[70, 71]"
65,178,100000,100000,[83]
66,112,100000,100000,"[72, 78]"
67,88,176,100000,"[73, 76]"
68,37,100000,26,[75]
69,178,100000,100000,"[72, 73, 84]"
70,255,100000,178,"[74, 79, 80]"
71,93,100000,100000,[]
72,49,100000,34,[93]
73,36,72,100000,"[80, 85]"
74,41,100000,29,[78]
75,267,100000,187,"[77, 78, 79]"
76,215,100000,100000,"[78, 79]"
77,188,376,100000,[93]
78,98,100000,69,"[82, 83]"
79,159,318,100000,"[86, 94]"
80,59,100000,100000,"[81, 94]"
81,184,368,129,[83]
82,156,100000,109,"[84, 85, 86]"
83,62,100000,100000,"[87, 88, 89, 90, 91, 92]"
84,168,336,100000,[93]
85,96,100000,100000,[94]
86,296,592,207,[93]
87,92,184,64,[100]
88,22,44,15,[100]
89,138,100000,100000,[]
90,168,336,100000,[]
91,213,100000,100000,[]
92,161,100000,113,[]
93,110,220,100000,"[95, 96, 97, 98, 99]"
94,166,100000,116,[]
95,25,100000,18,[]
96,229,100000,100000,[]
97,28,100000,20,[]
98,197,100000,100000,[]
99,140,280,100000,[]
100,118,236,100000,[]
