task,th,tr,tc,successor
1,25,100000,100000,[6]
2,54,108,100000,[7]
3,121,100000,100000,"[6, 7]"
4,299,100000,100000,"[6, 7]"
5,97,194,100000,"[6, 7]"
6,62,100000,100000,"[8, 9, 10]"
7,135,270,100000,"[8, 9, 10]"
8,200,100000,100000,"[11, 12, 13, 14]"
9,84,168,59,"[11, 12, 13, 14]"
10,132,100000,92,"[11, 12, 13, 14]"
11,129,100000,100000,"[15, 20]"
12,141,100000,100000,"[15, 16, 17, 18]"
13,182,364,127,"[15, 17]"
14,132,264,100000,"[15, 16, 17, 18, 19, 20]"
15,98,100000,69,"[21, 28]"
16,202,100000,141,"[29, 30, 31]"
17,178,100000,100000,"[21, 22]"
18,24,48,17,"[21, 28]"
19,82,100000,100000,"[21, 22]"
20,140,100000,100000,[22]
21,44,100000,31,"[23, 24]"
22,192,384,100000,"[24, 25]"
23,112,100000,100000,"[26, 27]"
24,61,122,100000,"[26, 29]"
25,22,100000,100000,"[27, 28]"
26,45,90,100000,"[30, 31, 32, 33]"
27,56,100000,39,"[30, 31, 32]"
28,306,612,100000,"[30, 40, 41]"
29,167,100000,100000,"[32, 33]"
30,175,350,100000,"[51, 55]"
31,170,340,119,"[34, 36]"
32,74,100000,100000,"[34, 35, 36]"
33,120,100000,100000,"[34, 35, 36]"
34,130,100000,100000,"[37, 38]"
35,142,100000,100000,"[37, 38]"
36,122,244,85,"[37, 38]"
37,253,506,100000,"[39, 40, 41]"
38,32,100000,22,"[39, 40, 41]"
39,291,582,204,"[42, 43, 44, 45]"
40,97,194,68,"[42, 43, 45, 48]"
41,156,312,109,[42]
42,173,100000,100000,[46]
43,68,100000,100000,"[46, 49, 50]"
44,105,100000,74,"[46, 47, 48, 49]"
45,49,100000,100000,"[47, 50]"
46,125,100000,100000,"[51, 52]"
47,126,100000,100000,[51]
48,127,100000,89,"[84, 88]"
49,258,516,181,"[66, 73]"
50,34,100000,100000,"[51, 55]"
51,142,284,99,"[53, 54, 56]"
52,81,162,57,"[53, 54, 55, 56]"
53,79,100000,55,"[57, 59]"
54,37,100000,26,[57]
55,172,100000,100000,[58]
56,103,100000,72,"[63, 64]"
57,140,100000,98,[60]
58,151,100000,100000,[60]
59,195,390,100000,"[60, 61]"
60,122,244,100000,"[64, 65]"
61,298,596,100000,"[62, 63]"
62,93,186,100000,"[75, 84]"
63,112,224,78,"[66, 67, 68, 70]"
64,227,100000,159,"[67, 69]"
65,130,260,100000,"[66, 70]"
66,74,100000,100000,[72]
67,59,100000,41,[82]
68,157,314,110,"[71, 73, 80]"
69,72,100000,100000,"[71, 72]"
70,103,100000,100000,"[71, 72, 73]"
71,175,350,122,"[77, 83, 85]"
72,176,100000,123,"[74, 75, 76]"
73,26,100000,100000,[76]
74,82,100000,100000,[93]
75,264,528,100000,"[77, 78, 80]"
76,163,100000,114,[79]
77,131,100000,92,[81]
78,52,104,36,"[81, 89]"
79,94,100000,100000,"[83, 85, 87]"
80,128,256,100000,[82]
81,285,570,100000,"[86, 87]"
82,78,100000,100000,[85]
83,260,520,100000,"[84, 89, 91]"
84,283,100000,100000,"[90, 98]"
85,61,100000,100000,"[88, 89]"
86,302,604,100000,[93]
87,186,372,130,"[90, 91]"
88,75,150,52,[92]
89,69,100000,100000,[93]
90,331,100000,232,[]
91,157,100000,100000,[92]
92,54,100000,100000,"[94, 95, 96]"
93,271,100000,100000,[95]
94,139,100000,97,"[98, 99]"
95,73,100000,51,[97]
96,220,440,154,[100]
97,59,118,100000,[]
98,40,80,100000,[]
99,150,100000,105,[]
100,212,100000,148,[]
