task,th,tr,tc,successor
1,582,100000,100000,[28]
2,413,100000,100000,[28]
3,356,712,249,[44]
4,353,100000,100000,[44]
5,542,1084,379,[67]
6,536,1072,100000,"[8, 9, 10, 11, 13, 14]"
7,365,730,100000,"[12, 13, 18]"
8,273,546,100000,[28]
9,358,716,100000,[67]
10,455,100000,100000,[81]
11,487,100000,100000,[24]
12,419,838,293,[24]
13,433,100000,100000,"[16, 17, 19]"
14,499,100000,100000,"[15, 18, 20, 43]"
15,564,1128,395,[67]
16,440,100000,100000,[81]
17,440,100000,100000,[24]
18,339,678,100000,[24]
19,466,932,100000,"[21, 22, 23, 25, 26, 27]"
20,379,100000,100000,[27]
21,358,100000,100000,[28]
22,622,100000,100000,[28]
23,585,1170,100000,[28]
24,875,100000,612,"[28, 29, 30, 31, 32, 33]"
25,301,100000,100000,"[34, 45, 46, 50, 57]"
26,350,700,245,"[28, 35]"
27,286,572,200,[58]
28,563,1126,394,"[36, 37, 38, 39, 40, 41, 42]"
29,524,100000,100000,"[45, 46]"
30,443,100000,310,[]
31,550,100000,385,[64]
32,306,612,100000,[81]
33,363,100000,254,[41]
34,544,1088,381,[56]
35,623,1246,436,"[42, 43, 47]"
36,376,752,100000,[44]
37,632,1264,100000,[67]
38,578,1156,100000,"[45, 48, 50, 57]"
39,700,100000,490,[47]
40,541,100000,100000,"[46, 49, 57, 76]"
41,509,100000,100000,[44]
42,466,100000,326,"[44, 59]"
43,391,782,100000,[46]
44,441,100000,309,"[51, 52, 53, 54, 55]"
45,539,100000,377,[67]
46,442,100000,100000,[67]
47,436,100000,100000,[81]
48,506,100000,354,[81]
49,329,100000,230,"[64, 65, 77]"
50,475,100000,100000,"[55, 56]"
51,536,1072,375,[57]
52,609,1218,100000,[62]
53,273,100000,191,[]
54,536,100000,100000,[61]
55,347,694,243,[67]
56,317,634,100000,"[58, 59]"
57,485,100000,100000,[67]
58,592,100000,414,"[61, 62]"
59,618,100000,100000,"[60, 61]"
60,560,1120,392,[67]
61,782,1564,547,"[63, 64, 65, 66]"
62,408,816,100000,"[66, 83]"
63,520,1040,100000,[67]
64,625,100000,100000,[67]
65,392,100000,100000,[]
66,495,100000,100000,[68]
67,480,100000,336,"[69, 70, 71, 72, 73, 74]"
68,630,100000,441,"[75, 76, 77, 96]"
69,285,100000,100000,[79]
70,661,100000,100000,[78]
71,496,100000,100000,[]
72,445,100000,100000,[80]
73,506,100000,354,[]
74,452,904,100000,[79]
75,437,874,100000,"[82, 84]"
76,496,100000,347,[85]
77,380,100000,266,[]
78,248,100000,100000,[81]
79,701,100000,100000,"[81, 82, 83]"
80,461,922,323,"[84, 85]"
81,578,1156,100000,"[86, 87, 88, 89, 90, 91, 92, 93, 94, 95]"
82,386,772,270,[]
83,567,1134,100000,[]
84,648,100000,100000,[99]
85,657,100000,100000,[]
86,438,100000,307,"[99, 100]"
87,704,1408,493,[]
88,524,100000,367,[99]
89,387,774,100000,[96]
90,520,100000,364,"[97, 98]"
91,543,100000,100000,[]
92,566,100000,100000,"[98, 99, 100]"
93,595,100000,416,"[96, 100]"
94,635,1270,444,[]
95,551,100000,100000,[97]
96,618,1236,100000,[]
97,259,100000,100000,[]
98,401,802,281,[]
99,414,100000,100000,[]
100,609,100000,426,[]
