task,th,tr,tc,successor
1,243,486,170,[39]
2,320,100000,100000,[72]
3,694,100000,100000,[14]
4,462,924,100000,[45]
5,649,100000,454,"[12, 16, 21]"
6,367,734,257,[]
7,520,1040,364,[15]
8,616,100000,431,[]
9,466,100000,100000,"[17, 45, 77]"
10,372,744,100000,[]
11,398,796,100000,"[13, 100]"
12,616,100000,100000,"[22, 36]"
13,473,100000,100000,[]
14,391,782,274,"[19, 21]"
15,535,100000,100000,[70]
16,441,100000,309,"[18, 20]"
17,529,1058,100000,[57]
18,350,700,100000,"[26, 27]"
19,496,100000,100000,"[28, 29]"
20,499,998,100000,"[26, 27, 31]"
21,478,956,335,[24]
22,447,100000,313,"[23, 25]"
23,661,100000,463,[38]
24,497,994,100000,"[32, 38, 39]"
25,596,1192,417,[]
26,472,100000,100000,"[35, 36]"
27,621,100000,100000,"[33, 37]"
28,430,860,100000,"[30, 31]"
29,681,100000,100000,[34]
30,471,942,330,[42]
31,388,100000,272,"[43, 45, 46]"
32,552,100000,100000,[]
33,363,100000,100000,"[41, 76, 77]"
34,496,100000,100000,[44]
35,447,894,100000,[]
36,429,858,300,[]
37,529,1058,370,[]
38,461,922,100000,[40]
39,419,100000,100000,[]
40,586,1172,100000,[54]
41,549,100000,100000,"[48, 52, 53, 61]"
42,292,584,100000,[51]
43,479,100000,100000,[49]
44,463,100000,324,[50]
45,557,100000,390,"[47, 55, 82]"
46,692,1384,100000,[]
47,350,100000,100000,"[57, 60]"
48,684,100000,479,[]
49,649,100000,100000,"[58, 59, 61]"
50,314,100000,220,"[73, 76]"
51,655,100000,458,"[62, 63, 65, 67]"
52,739,1478,100000,[83]
53,273,100000,191,"[64, 66, 73]"
54,552,1104,386,[]
55,564,100000,395,"[56, 60]"
56,519,1038,100000,[]
57,649,1298,454,"[68, 73]"
58,388,100000,272,[]
59,494,100000,100000,[]
60,431,100000,302,[]
61,284,568,100000,"[70, 71, 79]"
62,642,100000,100000,"[74, 78]"
63,318,100000,100000,[]
64,464,928,100000,[75]
65,604,1208,100000,[72]
66,557,100000,390,[]
67,495,100000,100000,[69]
68,501,100000,100000,[]
69,502,1004,100000,"[76, 79]"
70,405,100000,100000,[80]
71,433,100000,100000,[81]
72,631,100000,442,[77]
73,540,100000,100000,[96]
74,404,100000,283,[]
75,736,100000,100000,[78]
76,652,100000,100000,[88]
77,808,100000,100000,"[86, 89]"
78,452,904,100000,"[83, 84]"
79,510,100000,357,[]
80,751,100000,526,"[85, 90]"
81,339,678,100000,"[82, 84, 87]"
82,232,464,162,[]
83,408,816,100000,[]
84,703,1406,100000,"[92, 94, 96, 99]"
85,655,1310,100000,[97]
86,471,942,330,"[91, 93, 95]"
87,345,690,100000,[]
88,511,100000,358,[]
89,275,100000,100000,[97]
90,367,100000,100000,"[92, 98, 100]"
91,734,100000,100000,[]
92,438,100000,307,[]
93,451,100000,316,[]
94,248,100000,100000,[]
95,564,100000,100000,[]
96,570,100000,399,[]
97,608,1216,426,[]
98,558,100000,100000,[]
99,663,100000,464,[]
100,382,764,267,[]
