task,th,tr,tc,successor
1,48,100000,34,[14]
2,141,100000,100000,[14]
3,287,100000,100000,[14]
4,193,386,100000,[14]
5,272,100000,100000,[14]
6,148,100000,104,[16]
7,162,100000,100000,[17]
8,207,100000,100000,"[15, 19, 21]"
9,241,100000,169,[]
10,158,100000,111,"[39, 80]"
11,125,250,100000,[20]
12,189,100000,100000,[18]
13,70,100000,49,[]
14,84,168,59,"[24, 25, 26, 27, 28]"
15,117,234,82,[29]
16,193,100000,100000,[22]
17,103,100000,100000,[22]
18,269,538,188,"[23, 30]"
19,83,166,58,[32]
20,26,100000,100000,"[31, 33]"
21,25,100000,100000,[]
22,145,100000,102,[74]
23,177,100000,124,[74]
24,159,318,111,"[37, 40]"
25,164,100000,100000,[]
26,175,100000,122,[53]
27,201,100000,141,[]
28,148,100000,104,[41]
29,49,98,100000,[36]
30,234,468,100000,[34]
31,232,464,100000,[35]
32,168,336,100000,[39]
33,100,100000,70,[38]
34,132,100000,100000,[47]
35,143,100000,100000,[44]
36,136,100000,100000,[]
37,215,100000,150,"[42, 43]"
38,242,100000,169,[45]
39,37,100000,26,"[48, 69]"
40,94,100000,100000,[46]
41,243,100000,100000,[]
42,143,100000,100000,[74]
43,183,100000,100000,[52]
44,56,112,100000,[51]
45,131,262,100000,[49]
46,237,474,100000,[50]
47,127,254,100000,[53]
48,110,220,77,"[54, 55, 56]"
49,58,116,41,[58]
50,147,294,100000,[60]
51,89,178,62,[61]
52,32,64,100000,[57]
53,122,100000,100000,[59]
54,63,126,44,[62]
55,160,320,112,[]
56,187,100000,100000,[63]
57,31,62,100000,[74]
58,152,304,100000,[68]
59,98,196,69,[67]
60,74,100000,100000,[69]
61,77,154,100000,[70]
62,226,100000,158,"[64, 71, 73]"
63,167,100000,100000,"[65, 66, 72]"
64,116,232,81,[74]
65,181,362,100000,[74]
66,72,100000,100000,[74]
67,168,100000,100000,[75]
68,125,100000,88,"[80, 81]"
69,117,100000,100000,[76]
70,130,100000,91,[]
71,190,100000,100000,"[77, 78]"
72,262,524,100000,"[79, 82]"
73,166,332,116,[]
74,150,100000,100000,"[83, 84, 85, 86, 87, 88]"
75,68,100000,100000,[91]
76,125,100000,100000,[]
77,147,294,100000,[90]
78,61,122,100000,[]
79,118,236,100000,[]
80,33,66,23,[]
81,158,100000,100000,[]
82,65,100000,100000,[89]
83,87,174,61,"[92, 96]"
84,92,184,64,[94]
85,280,100000,100000,[95]
86,224,100000,157,[]
87,57,114,40,[]
88,31,100000,22,[]
89,179,100000,125,[93]
90,281,100000,100000,[]
91,177,354,124,[]
92,169,100000,100000,[]
93,84,100000,100000,[]
94,70,100000,100000,[98]
95,50,100000,35,"[97, 99]"
96,78,100000,100000,[100]
97,111,222,100000,[]
98,234,100000,100000,[]
99,214,100000,100000,[]
100,37,74,26,[]
