task,th,tr,tc,successor
1,127,100000,89,"[7, 11, 12, 13]"
2,275,550,192,[14]
3,202,100000,141,[8]
4,56,100000,39,[10]
5,61,122,43,"[6, 9]"
6,68,100000,100000,"[15, 16, 18, 20]"
7,211,422,100000,[]
8,102,204,100000,[45]
9,133,266,100000,[]
10,289,100000,202,[]
11,79,158,100000,[19]
12,111,100000,100000,"[15, 96]"
13,294,588,206,"[17, 71]"
14,242,484,100000,[]
15,113,226,100000,"[21, 53, 56]"
16,258,516,100000,[28]
17,189,100000,132,[23]
18,128,100000,100000,"[25, 26, 27]"
19,204,100000,143,"[24, 86]"
20,38,76,100000,"[22, 30]"
21,186,100000,100000,[38]
22,264,100000,100000,[]
23,157,314,110,"[31, 33, 34, 36, 37]"
24,144,288,101,[]
25,37,74,100000,[29]
26,132,100000,92,[]
27,42,84,100000,[]
28,124,100000,100000,"[30, 32, 35]"
29,192,100000,100000,"[40, 46]"
30,194,388,136,"[39, 46, 76]"
31,266,100000,186,[73]
32,263,100000,100000,"[50, 63]"
33,223,446,100000,"[45, 77]"
34,125,250,100000,[75]
35,139,100000,97,"[41, 43]"
36,153,100000,100000,"[38, 42, 50]"
37,142,100000,100000,[44]
38,140,100000,100000,"[47, 51]"
39,104,100000,73,[]
40,98,100000,69,[]
41,82,164,57,"[49, 52]"
42,86,172,60,[62]
43,216,432,100000,"[48, 53]"
44,246,492,100000,[75]
45,262,524,100000,[]
46,228,100000,100000,[50]
47,162,100000,100000,"[59, 62]"
48,106,212,100000,[58]
49,177,100000,100000,[60]
50,38,76,27,[56]
51,145,290,100000,"[55, 57]"
52,33,100000,100000,"[54, 61]"
53,139,100000,97,[]
54,87,174,100000,"[68, 87]"
55,44,88,31,[]
56,173,346,121,"[67, 68, 72]"
57,299,100000,209,[]
58,233,100000,100000,[70]
59,197,394,100000,"[63, 77]"
60,80,100000,100000,"[64, 65, 71]"
61,31,62,100000,"[66, 69]"
62,22,100000,100000,[]
63,158,100000,100000,[]
64,138,276,97,[]
65,189,100000,100000,[79]
66,142,100000,100000,[74]
67,138,100000,97,"[73, 75]"
68,147,100000,103,[78]
69,246,100000,172,[76]
70,58,116,41,[]
71,117,100000,82,"[77, 80]"
72,159,318,111,[]
73,32,100000,100000,[87]
74,50,100000,100000,[88]
75,40,100000,100000,"[83, 86]"
76,76,100000,100000,[82]
77,125,100000,88,[85]
78,190,100000,100000,"[81, 90]"
79,195,100000,100000,[84]
80,78,156,100000,[89]
81,260,100000,100000,[]
82,120,100000,100000,[]
83,33,100000,23,"[91, 95]"
84,130,100000,100000,"[94, 96]"
85,173,100000,100000,[100]
86,68,100000,100000,[]
87,223,446,100000,"[93, 97]"
88,140,280,98,[]
89,136,272,95,"[98, 99]"
90,138,276,97,[92]
91,244,100000,100000,[]
92,329,100000,100000,[]
93,71,100000,50,[]
94,147,100000,100000,[]
95,282,100000,197,[]
96,105,100000,100000,[]
97,64,100000,100000,[]
98,83,100000,58,[]
99,22,44,15,[]
100,198,100000,100000,[]
