task,th,tr,tc,successor
1,290,580,203,[5]
2,280,100000,196,"[4, 6, 7, 8, 9]"
3,145,100000,102,"[7, 9]"
4,26,100000,18,[10]
5,125,100000,100000,[12]
6,230,100000,100000,[13]
7,202,100000,141,"[11, 14, 15, 19]"
8,39,100000,100000,"[58, 99, 100]"
9,212,100000,100000,[15]
10,247,494,173,[18]
11,426,100000,100000,[16]
12,499,100000,349,[18]
13,135,100000,100000,[19]
14,80,160,100000,[17]
15,190,380,133,"[18, 20, 21, 22]"
16,128,100000,100000,[23]
17,111,100000,78,[26]
18,137,100000,100000,"[23, 24, 26, 27, 28, 29]"
19,574,1148,100000,"[23, 24, 25, 27]"
20,521,1042,365,"[43, 59]"
21,46,100000,32,[66]
22,135,270,94,"[25, 27, 28]"
23,122,100000,100000,"[32, 34]"
24,569,1138,100000,"[30, 32, 33, 34]"
25,97,194,100000,"[31, 32, 33, 34]"
26,502,1004,100000,[32]
27,179,100000,100000,[92]
28,258,516,100000,[39]
29,131,262,92,"[32, 34]"
30,59,118,100000,[35]
31,510,100000,357,[36]
32,343,686,240,"[37, 39]"
33,502,100000,351,"[38, 39]"
34,554,100000,100000,[39]
35,41,100000,29,[43]
36,128,256,100000,[43]
37,226,100000,158,[41]
38,588,1176,412,[42]
39,164,328,100000,"[40, 43, 44]"
40,286,100000,100000,[45]
41,503,100000,352,[46]
42,210,100000,147,[47]
43,334,668,100000,"[48, 49, 51, 52, 64]"
44,63,100000,100000,"[49, 50]"
45,163,326,100000,[53]
46,463,100000,324,[55]
47,58,100000,100000,[54]
48,219,100000,100000,"[56, 57, 58, 73]"
49,86,172,60,[66]
50,263,526,100000,"[57, 58, 59]"
51,364,100000,100000,"[57, 63, 66, 72]"
52,256,100000,100000,"[81, 86]"
53,207,414,145,[64]
54,456,100000,319,[60]
55,37,74,26,[66]
56,275,550,100000,[62]
57,287,574,100000,"[61, 65, 79]"
58,119,100000,83,[]
59,208,100000,100000,[63]
60,478,100000,100000,[72]
61,543,100000,380,[70]
62,650,1300,455,[71]
63,129,258,90,"[67, 68, 73]"
64,49,100000,34,"[73, 78]"
65,32,64,100000,"[69, 80, 82, 86, 88]"
66,54,100000,100000,"[78, 87]"
67,41,100000,100000,[74]
68,148,100000,104,[75]
69,135,270,100000,[76]
70,420,100000,100000,[77]
71,101,202,100000,[78]
72,25,100000,100000,[]
73,70,100000,49,"[79, 80, 81, 82]"
74,192,384,100000,[83]
75,85,170,100000,[86]
76,256,100000,100000,[87]
77,95,100000,66,[85]
78,330,100000,100000,"[84, 86, 88, 91]"
79,463,100000,100000,[91]
80,183,100000,128,"[94, 96, 97]"
81,156,312,100000,[88]
82,496,992,347,[91]
83,55,100000,100000,[90]
84,105,210,100000,[89]
85,195,100000,100000,[91]
86,175,350,100000,[]
87,374,100000,100000,"[95, 99]"
88,522,100000,365,[92]
89,229,100000,100000,[94]
90,70,100000,100000,[93]
91,312,100000,100000,[95]
92,181,362,127,"[95, 96, 97]"
93,510,1020,100000,[98]
94,545,1090,100000,[]
95,146,100000,100000,[98]
96,60,100000,42,"[98, 99]"
97,230,100000,100000,[100]
98,63,100000,100000,[]
99,281,562,100000,[]
100,106,100000,74,[]
