task,th,tr,tc,successor
1,224,100000,100000,[6]
2,120,240,100000,[7]
3,178,100000,125,[9]
4,296,100000,100000,"[8, 12]"
5,123,246,100000,"[10, 11, 12]"
6,239,100000,100000,[13]
7,90,100000,100000,[15]
8,230,460,161,[14]
9,181,100000,100000,[17]
10,228,100000,100000,"[22, 23, 33]"
11,24,100000,100000,"[15, 16, 17]"
12,51,100000,100000,"[15, 18]"
13,123,100000,100000,[20]
14,114,100000,100000,[21]
15,97,194,68,"[22, 23, 33]"
16,202,404,100000,"[19, 22, 23, 24]"
17,35,100000,24,"[22, 23, 24]"
18,60,120,42,"[22, 33]"
19,215,100000,100000,[25]
20,23,100000,16,[26]
21,78,156,55,[27]
22,222,444,100000,"[28, 29, 30]"
23,70,100000,49,"[32, 58]"
24,28,100000,100000,"[28, 29, 31, 33]"
25,64,100000,100000,[34]
26,71,142,100000,[38]
27,125,100000,100000,[35]
28,169,100000,118,"[36, 38, 39]"
29,92,184,100000,"[37, 41]"
30,50,100000,100000,[40]
31,39,100000,100000,"[38, 49, 61]"
32,61,122,100000,"[50, 51]"
33,120,240,100000,"[39, 40]"
34,38,100000,27,[44]
35,39,78,27,[45]
36,103,206,100000,[42]
37,229,100000,100000,[43]
38,88,100000,62,"[44, 46]"
39,244,100000,171,"[46, 51]"
40,215,430,100000,"[44, 45, 46, 54]"
41,80,100000,56,"[44, 45, 46, 50]"
42,323,100000,100000,[49]
43,134,100000,94,[50]
44,273,546,191,"[47, 73]"
45,77,100000,100000,"[49, 51]"
46,166,332,100000,"[48, 55, 67, 79]"
47,78,100000,100000,[52]
48,30,100000,100000,[53]
49,184,368,100000,"[68, 93, 95]"
50,215,430,150,"[54, 55, 79]"
51,160,100000,100000,"[55, 61, 79]"
52,45,90,31,[58]
53,235,470,164,[56]
54,110,100000,77,"[57, 59, 61, 73]"
55,124,100000,87,"[59, 60]"
56,55,110,100000,[62]
57,178,356,125,[64]
58,112,224,78,"[65, 66, 67]"
59,210,100000,147,"[63, 68, 82]"
60,141,100000,99,[66]
61,30,100000,21,"[67, 99]"
62,170,340,100000,[73]
63,42,100000,29,[70]
64,140,280,100000,[69]
65,171,100000,100000,[71]
66,79,100000,55,"[72, 74]"
67,116,232,100000,"[93, 96]"
68,378,756,100000,"[74, 96]"
69,200,100000,100000,[76]
70,189,378,100000,[78]
71,147,100000,100000,[79]
72,133,100000,93,[77]
73,207,100000,100000,"[82, 87]"
74,166,100000,100000,"[75, 80, 81]"
75,232,100000,100000,[83]
76,272,100000,190,[84]
77,128,256,90,[86]
78,177,354,100000,"[85, 87, 90]"
79,48,96,34,"[87, 90]"
80,97,100000,100000,[]
81,245,100000,172,"[94, 100]"
82,98,100000,100000,[93]
83,197,394,100000,[90]
84,377,100000,100000,[88]
85,131,100000,92,[89]
86,72,144,50,[90]
87,108,100000,76,"[91, 92]"
88,99,198,69,[92]
89,112,224,100000,[93]
90,102,100000,71,[]
91,215,100000,100000,"[94, 95, 96]"
92,194,388,100000,[]
93,183,100000,128,[97]
94,126,252,100000,[]
95,145,100000,102,[99]
96,65,100000,100000,"[98, 100]"
97,181,100000,100000,[]
98,133,266,100000,[]
99,297,100000,100000,[]
100,89,178,100000,[]
