task,th,tr,tc,successor
1,201,100000,100000,[20]
2,104,208,73,[20]
3,229,100000,160,[21]
4,512,100000,100000,[21]
5,349,100000,244,[21]
6,226,452,100000,"[13, 14, 16, 19]"
7,82,164,57,"[9, 12, 17, 18]"
8,123,100000,100000,"[10, 11, 15]"
9,157,100000,100000,[20]
10,31,100000,22,[20]
11,263,100000,184,[20]
12,455,100000,318,[20]
13,253,506,100000,[21]
14,86,172,100000,[21]
15,86,100000,60,[]
16,638,1276,100000,[23]
17,467,100000,327,"[22, 24, 84]"
18,501,100000,351,[]
19,212,100000,100000,[]
20,85,100000,59,"[25, 26, 27, 28]"
21,91,100000,64,"[29, 30, 31, 32]"
22,410,100000,100000,[]
23,94,100000,100000,"[33, 34]"
24,522,100000,365,[]
25,42,84,100000,[41]
26,331,100000,232,[]
27,23,100000,100000,"[35, 38]"
28,135,270,100000,[37]
29,177,100000,100000,[85]
30,316,100000,100000,"[39, 70]"
31,55,110,100000,[]
32,570,100000,399,[]
33,311,100000,100000,[36]
34,132,100000,92,"[39, 40]"
35,132,264,100000,[]
36,114,100000,100000,"[46, 92]"
37,513,1026,359,[44]
38,533,1066,100000,[42]
39,278,100000,100000,[45]
40,147,294,100000,[43]
41,24,100000,100000,[]
42,140,100000,100000,"[47, 52]"
43,188,100000,132,[48]
44,198,100000,100000,"[50, 51]"
45,123,246,86,[53]
46,430,100000,100000,[49]
47,113,226,79,[57]
48,287,100000,201,"[54, 56]"
49,286,572,200,[55]
50,482,100000,100000,[]
51,138,100000,100000,"[58, 61, 62, 63, 64]"
52,52,104,100000,[59]
53,218,436,100000,[60]
54,100,100000,70,[65]
55,417,834,100000,[66]
56,471,942,100000,[68]
57,480,100000,100000,[69]
58,28,56,100000,"[67, 83]"
59,184,368,129,[73]
60,579,100000,100000,[]
61,498,996,100000,[]
62,109,218,76,"[70, 72]"
63,190,380,100000,"[71, 74]"
64,225,100000,158,[]
65,137,100000,100000,[76]
66,160,100000,100000,[77]
67,297,100000,100000,[79]
68,246,492,100000,[78]
69,502,100000,351,[81]
70,516,100000,361,[75]
71,68,100000,48,"[82, 83]"
72,82,100000,100000,[94]
73,238,100000,100000,"[80, 84, 85]"
74,126,100000,100000,[]
75,24,48,17,[86]
76,118,100000,100000,[91]
77,143,100000,100000,[87]
78,163,100000,100000,[89]
79,28,56,100000,[88]
80,460,920,322,[90]
81,147,294,100000,[]
82,575,100000,100000,[]
83,79,158,100000,"[92, 93, 94]"
84,75,150,100000,[]
85,505,1010,100000,[]
86,197,100000,100000,[97]
87,52,104,36,[97]
88,211,100000,148,[95]
89,98,196,69,[98]
90,351,100000,246,[96]
91,74,100000,52,[]
92,84,168,59,"[99, 100]"
93,94,100000,100000,[]
94,97,194,100000,[]
95,146,292,100000,[]
96,525,1050,368,[]
97,137,100000,100000,[]
98,127,100000,100000,[]
99,409,100000,286,[]
100,212,424,148,[]
