task,th,tr,tc,successor
1,560,100000,392,[8]
2,33,100000,100000,[8]
3,243,486,170,[8]
4,520,1040,100000,[8]
5,51,100000,100000,[8]
6,31,62,22,"[9, 10, 11]"
7,480,960,100000,"[23, 30]"
8,249,498,100000,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
9,549,100000,384,[31]
10,231,462,162,[60]
11,565,1130,100000,"[23, 25, 33]"
12,138,100000,100000,"[26, 29, 30]"
13,127,254,100000,[44]
14,236,100000,100000,[]
15,187,374,131,[27]
16,318,636,100000,"[24, 48, 49, 52]"
17,45,100000,100000,[73]
18,163,100000,114,"[25, 27, 29, 30]"
19,179,100000,125,[]
20,238,476,100000,[28]
21,71,100000,100000,"[44, 58]"
22,113,226,79,"[55, 56]"
23,268,100000,188,"[24, 26, 34]"
24,82,100000,100000,[77]
25,67,134,47,[31]
26,65,100000,46,[31]
27,250,100000,100000,[31]
28,331,100000,232,[31]
29,291,582,100000,"[32, 33, 34]"
30,125,100000,88,[31]
31,88,100000,100000,"[35, 36, 37, 38, 39, 40, 41, 42, 43]"
32,329,100000,100000,[74]
33,250,500,175,"[47, 54]"
34,504,100000,100000,"[42, 45, 61]"
35,96,192,100000,[77]
36,117,100000,100000,[60]
37,533,100000,100000,"[44, 45, 49]"
38,46,100000,100000,"[52, 59]"
39,191,100000,134,"[45, 46]"
40,313,626,100000,[63]
41,494,988,346,[46]
42,486,972,340,[60]
43,207,414,100000,[47]
44,21,100000,15,[60]
45,248,496,174,[60]
46,194,388,136,[50]
47,106,100000,100000,"[48, 49]"
48,138,100000,100000,[74]
49,38,100000,100000,[74]
50,217,434,100000,"[51, 52, 53, 54, 55]"
51,221,100000,155,[74]
52,339,100000,100000,[60]
53,79,100000,55,[60]
54,74,100000,100000,"[56, 59]"
55,131,262,100000,"[57, 58]"
56,81,162,100000,[60]
57,161,100000,100000,[60]
58,29,100000,20,[61]
59,344,100000,241,[]
60,60,100000,42,"[62, 63, 64, 65, 66, 67, 68, 69, 70]"
61,314,100000,100000,"[71, 74]"
62,107,214,100000,[77]
63,149,100000,104,[77]
64,165,330,100000,[74]
65,23,46,100000,[76]
66,312,100000,218,[76]
67,122,244,100000,[73]
68,61,122,100000,[]
69,65,100000,46,[75]
70,122,244,100000,[]
71,25,50,100000,"[72, 75]"
72,497,994,100000,[77]
73,269,538,188,[77]
74,269,538,100000,"[78, 79, 80, 81, 82, 83, 84, 85]"
75,483,100000,100000,[87]
76,498,100000,349,[86]
77,219,100000,100000,"[88, 89, 90, 91, 92, 93, 94, 95]"
78,87,174,61,[]
79,138,100000,97,[]
80,72,100000,50,[]
81,145,290,102,[]
82,539,100000,100000,[99]
83,424,100000,100000,[100]
84,388,100000,100000,[97]
85,522,100000,100000,[]
86,251,100000,100000,[]
87,562,100000,100000,[]
88,57,114,100000,"[96, 97]"
89,146,100000,100000,[98]
90,276,100000,193,[]
91,184,100000,100000,[]
92,175,100000,100000,[]
93,103,206,72,[]
94,40,100000,28,[]
95,345,100000,100000,[]
96,93,100000,65,[98]
97,75,150,100000,"[99, 100]"
98,383,100000,100000,[]
99,461,100000,100000,[]
100,129,100000,90,[]
