task,th,tr,tc,successor
1,101,100000,100000,[10]
2,164,100000,100000,[10]
3,139,100000,100000,[10]
4,35,70,100000,[10]
5,71,100000,100000,[10]
6,257,100000,180,[49]
7,130,100000,91,[49]
8,244,488,171,"[12, 15]"
9,185,100000,100000,"[10, 11, 12, 13, 14, 15]"
10,53,100000,100000,"[16, 17, 18, 19, 20, 21, 24]"
11,127,100000,100000,[61]
12,72,144,100000,[82]
13,383,100000,100000,"[23, 26, 27]"
14,65,100000,100000,"[22, 42, 44, 62, 72, 75, 80]"
15,222,100000,155,"[26, 27]"
16,217,434,100000,[49]
17,259,518,100000,"[25, 27]"
18,39,78,100000,"[25, 26, 27]"
19,47,100000,100000,"[30, 58, 60]"
20,34,100000,24,"[25, 26, 36, 37, 38]"
21,57,100000,40,[27]
22,107,100000,75,[82]
23,64,100000,45,[25]
24,123,100000,86,"[34, 43, 62]"
25,149,298,100000,[61]
26,52,100000,100000,"[28, 29, 50]"
27,216,100000,100000,"[28, 29, 30, 31, 32, 33]"
28,41,82,29,[49]
29,197,100000,138,[61]
30,38,76,27,[82]
31,102,204,71,"[34, 35, 36, 38]"
32,91,182,100000,"[34, 35, 36, 37]"
33,184,368,129,"[34, 35, 60]"
34,69,100000,48,[61]
35,153,306,100000,[82]
36,272,100000,190,[92]
37,51,100000,100000,"[40, 41, 43, 44, 48, 51, 52]"
38,37,100000,100000,"[39, 40, 42, 43, 45, 46, 47]"
39,61,122,43,[49]
40,25,100000,100000,[49]
41,79,100000,55,[49]
42,39,78,27,[92]
43,80,160,56,[92]
44,198,100000,139,[92]
45,36,72,100000,[52]
46,304,100000,213,"[76, 79, 81]"
47,182,100000,100000,"[51, 52]"
48,184,100000,100000,"[49, 50]"
49,145,100000,100000,"[53, 54, 55, 56, 57, 58, 59]"
50,216,432,151,[82]
51,129,100000,90,[82]
52,291,100000,204,"[58, 59, 60]"
53,307,614,215,"[61, 62]"
54,48,96,100000,[61]
55,127,100000,100000,"[71, 72, 94, 95]"
56,30,60,100000,[]
57,151,302,100000,"[62, 72, 77, 84, 94]"
58,188,376,100000,[61]
59,206,100000,100000,"[61, 62]"
60,304,100000,100000,"[62, 73]"
61,112,100000,100000,"[63, 64, 65, 66, 67, 68, 69, 70]"
62,62,100000,100000,"[71, 85]"
63,153,100000,100000,"[72, 77]"
64,275,550,100000,"[71, 73, 79]"
65,149,298,104,"[83, 94]"
66,91,100000,64,"[74, 78, 86, 92]"
67,196,100000,100000,"[80, 81]"
68,96,192,67,[72]
69,173,100000,100000,"[73, 78, 80]"
70,32,64,100000,"[71, 74]"
71,116,232,100000,[92]
72,48,96,100000,"[78, 93]"
73,251,100000,100000,"[75, 76, 77]"
74,180,360,126,"[76, 79, 84]"
75,104,208,100000,"[81, 82]"
76,155,100000,108,[]
77,102,100000,100000,[]
78,87,100000,61,[]
79,22,100000,100000,[80]
80,55,100000,38,[82]
81,150,100000,100000,"[83, 84, 85, 86]"
82,197,394,100000,"[87, 88, 89, 90, 91]"
83,102,100000,100000,[92]
84,97,100000,100000,[93]
85,23,100000,100000,[95]
86,56,112,100000,[94]
87,198,396,100000,[]
88,240,480,100000,[]
89,96,192,67,[]
90,119,100000,83,[]
91,84,100000,100000,[]
92,212,424,100000,"[96, 97, 98, 99, 100]"
93,134,100000,100000,[]
94,126,252,100000,[]
95,42,84,29,[]
96,68,136,48,[]
97,225,100000,100000,[]
98,21,100000,15,[]
99,119,100000,83,[]
100,28,100000,20,[]
