task,th,tr,tc,successor
1,476,952,100000,"[5, 6, 7]"
2,723,100000,100000,"[5, 6, 7]"
3,392,784,100000,"[5, 6, 7]"
4,383,100000,100000,"[5, 6, 7]"
5,601,1202,421,"[8, 9, 10, 11]"
6,395,100000,100000,"[8, 9, 10, 11]"
7,452,100000,316,"[8, 9, 10, 11]"
8,384,100000,100000,"[12, 13, 14, 15, 16]"
9,562,100000,100000,"[12, 13, 14, 15, 16]"
10,715,1430,100000,"[12, 13, 14, 15, 16]"
11,624,1248,437,"[12, 13, 14, 15, 16]"
12,357,100000,100000,"[17, 18, 19, 20]"
13,699,1398,489,"[17, 18, 19, 20]"
14,526,100000,368,"[17, 18, 19, 20]"
15,537,1074,100000,"[17, 18, 19, 20]"
16,612,100000,100000,"[17, 18, 19, 20]"
17,503,100000,100000,"[21, 22, 23]"
18,366,100000,100000,"[21, 22, 23]"
19,489,100000,100000,"[21, 22, 23]"
20,594,100000,416,"[21, 22, 23]"
21,665,100000,100000,"[24, 25]"
22,481,100000,337,"[24, 25]"
23,372,744,100000,"[24, 25]"
24,481,962,100000,"[26, 27, 28]"
25,491,100000,100000,"[26, 27, 28]"
26,614,100000,430,"[29, 30, 31, 32]"
27,522,100000,100000,"[29, 30, 31, 32]"
28,441,100000,309,"[29, 30, 31, 32]"
29,480,100000,336,"[33, 34]"
30,518,100000,100000,"[33, 34]"
31,650,100000,100000,"[33, 34]"
32,368,100000,258,"[33, 34]"
33,433,100000,100000,"[35, 36, 37, 38]"
34,590,1180,413,"[35, 36, 37, 38]"
35,637,1274,446,"[39, 40]"
36,539,1078,377,"[39, 40]"
37,521,100000,365,"[39, 40]"
38,329,658,100000,"[39, 40]"
39,275,100000,192,"[41, 42, 43]"
40,518,100000,100000,"[41, 42, 43]"
41,690,100000,100000,"[44, 45, 46]"
42,467,100000,327,"[44, 45, 46]"
43,299,100000,209,"[44, 45, 46]"
44,619,1238,433,"[47, 48]"
45,494,100000,100000,"[47, 49]"
46,142,284,100000,"[48, 49]"
47,698,100000,489,"[50, 51, 52, 53]"
48,600,1200,100000,"[50, 51, 52, 53]"
49,663,1326,100000,"[50, 53]"
50,495,100000,100000,"[54, 55]"
51,495,990,100000,"[54, 56]"
52,592,1184,414,"[55, 57]"
53,576,100000,403,"[54, 55, 57]"
54,409,100000,100000,"[58, 59, 60]"
55,471,942,330,"[58, 59, 60]"
56,236,100000,165,"[58, 59, 60]"
57,416,100000,100000,"[58, 59]"
58,676,100000,473,"[61, 66]"
59,676,1352,473,"[61, 62, 63, 74]"
60,391,782,100000,"[63, 64, 65, 66]"
61,566,100000,100000,[67]
62,341,682,100000,[96]
63,563,100000,394,"[69, 94, 98]"
64,537,1074,100000,"[69, 77, 95, 96]"
65,406,100000,100000,"[69, 70, 71, 74]"
66,506,1012,354,[68]
67,541,100000,100000,"[71, 72, 73, 77]"
68,483,100000,100000,"[70, 74]"
69,245,100000,172,[91]
70,595,100000,100000,"[75, 76]"
71,579,100000,100000,[76]
72,519,1038,100000,[]
73,263,100000,184,"[80, 97]"
74,591,1182,100000,[79]
75,504,100000,100000,[77]
76,712,100000,100000,[78]
77,476,952,333,[80]
78,646,1292,100000,[79]
79,535,100000,100000,"[81, 82, 83]"
80,510,100000,357,[]
81,375,750,100000,[84]
82,648,100000,100000,"[85, 86, 88]"
83,575,1150,100000,"[84, 87]"
84,534,1068,374,[90]
85,392,100000,274,"[89, 94]"
86,478,956,335,[91]
87,316,100000,100000,"[88, 91, 92]"
88,603,100000,100000,[94]
89,189,100000,132,"[93, 95, 96]"
90,419,838,100000,[95]
91,505,100000,354,[]
92,394,100000,100000,[99]
93,491,982,344,[100]
94,483,966,338,[99]
95,470,940,329,"[97, 98, 99]"
96,448,100000,100000,[98]
97,623,1246,100000,[]
98,364,100000,100000,[]
99,472,944,100000,[]
100,701,1402,100000,[]
