task,th,tr,tc,successor
1,455,100000,100000,[7]
2,732,100000,100000,[8]
3,370,100000,259,[10]
4,559,100000,100000,[9]
5,544,100000,100000,"[11, 12]"
6,728,100000,100000,[13]
7,515,1030,360,[14]
8,622,100000,100000,[16]
9,653,1306,457,[15]
10,567,100000,100000,[17]
11,503,1006,352,[20]
12,660,100000,462,[18]
13,533,100000,100000,"[19, 67]"
14,612,100000,100000,[25]
15,356,100000,249,[21]
16,282,100000,100000,[23]
17,468,936,100000,"[22, 24]"
18,519,100000,363,"[24, 26]"
19,467,100000,100000,[]
20,570,1140,399,[]
21,461,100000,100000,[29]
22,288,100000,100000,[30]
23,372,744,260,[31]
24,373,100000,100000,"[27, 28, 32, 80]"
25,262,100000,100000,"[33, 34]"
26,345,100000,241,"[34, 35]"
27,536,100000,100000,[36]
28,233,466,163,[37]
29,678,1356,100000,[38]
30,557,100000,390,[39]
31,708,1416,100000,[41]
32,531,1062,100000,[40]
33,493,100000,100000,[73]
34,224,100000,100000,"[42, 44, 45]"
35,492,100000,100000,"[43, 82]"
36,421,100000,295,[46]
37,474,100000,100000,[52]
38,372,744,260,[47]
39,525,100000,100000,[48]
40,605,1210,100000,[49]
41,378,756,100000,"[50, 51, 54]"
42,473,946,100000,"[55, 56]"
43,539,100000,377,[53]
44,463,926,100000,"[58, 92]"
45,687,100000,100000,[57]
46,585,100000,410,[66]
47,561,100000,100000,[60]
48,443,100000,100000,[62]
49,579,100000,405,[63]
50,472,100000,100000,[64]
51,709,1418,100000,[65]
52,426,100000,298,[]
53,482,964,100000,[59]
54,504,1008,100000,[61]
55,397,100000,278,[]
56,497,994,100000,[96]
57,329,658,230,"[67, 69]"
58,452,904,100000,[68]
59,553,100000,387,[70]
60,411,100000,288,[73]
61,374,748,100000,[71]
62,630,100000,441,[74]
63,628,1256,440,[75]
64,362,100000,253,[73]
65,436,872,305,[73]
66,657,1314,100000,"[76, 77]"
67,363,726,100000,"[72, 78]"
68,295,590,100000,[]
69,765,100000,100000,[]
70,584,100000,409,[80]
71,386,100000,100000,[81]
72,422,100000,295,[79]
73,483,966,100000,"[82, 83]"
74,363,726,254,[]
75,294,100000,100000,[83]
76,414,828,100000,"[82, 85]"
77,641,100000,449,[]
78,370,100000,100000,[84]
79,634,100000,100000,[86]
80,543,1086,380,[]
81,569,100000,398,[92]
82,562,1124,100000,"[87, 89, 97]"
83,826,1652,100000,[93]
84,505,1010,354,[88]
85,576,1152,100000,"[90, 91]"
86,434,100000,100000,[94]
87,413,100000,100000,[95]
88,774,1548,542,[100]
89,566,100000,100000,[]
90,584,100000,409,[97]
91,370,740,259,"[96, 98, 99]"
92,352,100000,246,[]
93,389,778,100000,[]
94,503,100000,352,[]
95,545,1090,382,[]
96,444,100000,100000,[]
97,503,1006,100000,[]
98,743,100000,100000,[]
99,424,100000,100000,[]
100,536,100000,375,[]
