task,th,tr,tc,successor
1,417,834,292,[5]
2,491,982,344,[6]
3,107,100000,100000,[7]
4,110,100000,100000,"[8, 9, 10, 11]"
5,473,946,100000,[12]
6,69,100000,100000,[13]
7,569,1138,100000,[14]
8,181,362,127,"[15, 16, 19]"
9,93,100000,65,"[19, 24]"
10,45,100000,31,"[15, 19, 24]"
11,130,100000,100000,"[15, 16, 17, 18]"
12,126,100000,100000,[22]
13,45,100000,31,[20]
14,549,1098,384,[22]
15,171,342,100000,"[21, 22, 23]"
16,509,1018,356,"[39, 44, 52]"
17,103,206,100000,[75]
18,160,320,100000,"[24, 25]"
19,72,100000,100000,"[22, 23, 25]"
20,226,100000,158,[26]
21,94,100000,66,[27]
22,292,584,204,[28]
23,180,100000,100000,"[28, 29, 30]"
24,168,336,100000,[53]
25,193,100000,100000,"[29, 34]"
26,77,100000,54,[31]
27,250,500,175,[33]
28,48,100000,100000,"[32, 33, 34]"
29,133,266,93,"[33, 42]"
30,195,390,136,[34]
31,207,100000,100000,[35]
32,138,276,97,[36]
33,204,100000,143,"[37, 38, 46]"
34,48,96,100000,"[38, 39, 43]"
35,165,100000,115,[41]
36,443,100000,310,[43]
37,182,100000,100000,[40]
38,294,100000,100000,"[41, 44, 45]"
39,110,220,77,"[42, 46]"
40,109,218,76,[52]
41,466,100000,100000,"[49, 50, 52, 60]"
42,248,496,100000,"[47, 64, 72, 77]"
43,55,100000,100000,[98]
44,424,100000,100000,"[48, 77, 78]"
45,194,100000,100000,"[51, 59]"
46,228,456,100000,[53]
47,137,100000,96,[54]
48,315,100000,220,[55]
49,31,62,100000,[56]
50,54,100000,100000,[57]
51,205,100000,144,[58]
52,199,100000,100000,"[59, 61]"
53,243,100000,100000,"[60, 61]"
54,182,100000,100000,[63]
55,34,68,100000,[64]
56,146,100000,100000,[62]
57,181,362,127,[64]
58,180,100000,126,[64]
59,101,100000,100000,"[64, 65]"
60,553,100000,100000,[93]
61,20,40,100000,"[65, 80]"
62,177,354,100000,[67]
63,184,100000,100000,[68]
64,24,100000,100000,"[66, 71]"
65,552,100000,100000,"[69, 70, 72]"
66,399,100000,100000,[74]
67,192,384,100000,[75]
68,449,898,100000,[75]
69,211,100000,100000,"[73, 77]"
70,453,100000,317,"[76, 78, 98]"
71,490,100000,100000,[76]
72,227,454,159,[78]
73,482,100000,100000,[79]
74,182,364,100000,[80]
75,57,114,100000,"[86, 87, 98]"
76,58,100000,100000,[]
77,321,100000,225,"[82, 99]"
78,145,100000,100000,[81]
79,139,100000,100000,[86]
80,529,100000,370,"[83, 85, 86]"
81,138,276,100000,"[84, 87]"
82,225,100000,100000,[88]
83,105,100000,74,[89]
84,153,100000,100000,[90]
85,175,350,100000,[91]
86,31,100000,22,[99]
87,47,100000,100000,"[92, 93, 94]"
88,105,100000,74,[100]
89,102,100000,100000,[98]
90,207,100000,145,[95]
91,177,354,124,[96]
92,188,376,100000,[97]
93,283,566,198,"[99, 100]"
94,116,232,81,[]
95,28,100000,100000,[]
96,403,806,100000,[]
97,488,100000,100000,[]
98,596,1192,417,[]
99,486,100000,340,[]
100,51,102,36,[]
