task,th,tr,tc,successor
1,541,100000,379,"[5, 6]"
2,411,822,288,"[5, 6]"
3,666,1332,100000,"[5, 6]"
4,597,100000,100000,"[5, 6]"
5,497,100000,348,"[7, 8, 9]"
6,570,100000,399,"[7, 8, 9]"
7,592,100000,100000,"[10, 11, 12, 13]"
8,642,1284,100000,"[10, 11, 12, 13]"
9,441,882,309,"[10, 11, 12, 13]"
10,448,100000,314,"[14, 15]"
11,508,1016,356,"[14, 15]"
12,566,1132,396,"[14, 15]"
13,495,100000,100000,"[14, 15]"
14,665,100000,465,"[16, 17, 18, 19]"
15,433,100000,303,"[16, 17, 18, 19]"
16,574,100000,100000,"[20, 21, 22, 23]"
17,640,100000,100000,"[20, 21, 22, 23]"
18,329,658,100000,"[20, 21, 22, 23]"
19,507,1014,355,"[20, 21, 22, 23]"
20,386,772,270,"[24, 25, 26, 27, 28]"
21,627,100000,100000,"[24, 25, 26, 27, 28]"
22,706,100000,494,"[24, 25, 26, 27, 28]"
23,409,100000,100000,"[24, 25, 26, 27, 28]"
24,471,100000,330,"[29, 30]"
25,296,100000,100000,"[29, 30]"
26,390,780,100000,"[29, 30]"
27,548,100000,384,"[29, 30]"
28,742,1484,100000,[29]
29,413,826,100000,"[31, 32, 33]"
30,328,100000,100000,"[31, 32]"
31,486,972,340,"[35, 36]"
32,374,748,100000,"[46, 48, 49]"
33,659,100000,100000,"[34, 35, 36]"
34,480,100000,100000,"[37, 38, 39, 40]"
35,516,100000,100000,"[37, 38, 39, 40]"
36,448,100000,100000,"[40, 48]"
37,399,100000,279,"[41, 42, 48]"
38,295,100000,100000,"[41, 42, 44]"
39,497,994,100000,"[43, 45]"
40,532,1064,100000,[41]
41,499,100000,349,"[45, 49]"
42,420,100000,100000,"[45, 46, 47]"
43,629,100000,100000,"[46, 52]"
44,520,1040,364,"[45, 48]"
45,535,100000,100000,"[50, 51]"
46,647,100000,100000,"[50, 51]"
47,446,100000,312,"[50, 51, 52]"
48,327,100000,100000,"[52, 58]"
49,618,100000,100000,"[50, 51, 52]"
50,541,100000,100000,"[53, 54, 55, 56]"
51,424,100000,297,"[53, 54, 55, 56]"
52,444,888,100000,"[53, 54, 55]"
53,432,864,302,"[57, 59]"
54,770,100000,539,[57]
55,474,948,100000,"[60, 62]"
56,508,1016,100000,"[58, 80]"
57,711,100000,100000,"[60, 61]"
58,540,100000,100000,[59]
59,179,358,100000,"[62, 78]"
60,480,100000,100000,"[63, 64]"
61,367,100000,100000,"[62, 63, 64]"
62,586,100000,100000,"[79, 83, 92]"
63,551,100000,386,"[65, 66, 67]"
64,569,100000,100000,[90]
65,593,100000,415,"[68, 69, 70]"
66,408,100000,100000,[68]
67,532,100000,372,[68]
68,284,100000,100000,"[71, 72, 73]"
69,378,756,265,"[71, 72, 73, 74]"
70,553,1106,100000,"[71, 73, 74]"
71,484,968,100000,"[75, 77, 79, 80]"
72,505,1010,100000,"[75, 76, 78, 79, 80]"
73,613,1226,100000,"[75, 76, 77, 84]"
74,676,1352,100000,"[75, 76, 77, 78]"
75,260,520,182,"[82, 83]"
76,395,100000,276,[81]
77,437,100000,100000,[99]
78,317,634,222,"[84, 90]"
79,428,856,300,[95]
80,790,1580,100000,[84]
81,541,100000,100000,"[87, 94]"
82,436,872,100000,"[85, 86]"
83,335,670,234,"[87, 98]"
84,443,886,100000,[91]
85,453,100000,100000,"[88, 91]"
86,359,718,251,"[89, 90]"
87,496,100000,347,[88]
88,538,100000,377,[93]
89,438,100000,307,[]
90,603,100000,100000,"[91, 92, 94]"
91,694,100000,100000,[95]
92,756,1512,100000,"[96, 97]"
93,464,100000,325,[]
94,412,100000,100000,[]
95,477,100000,100000,"[98, 99, 100]"
96,614,100000,100000,[]
97,205,410,144,[99]
98,396,100000,277,[]
99,333,666,233,[]
100,363,726,100000,[]
