task,th,tr,tc,successor
1,517,100000,100000,[8]
2,710,100000,100000,[8]
3,528,100000,100000,[8]
4,403,100000,100000,[8]
5,602,1204,100000,[58]
6,485,970,100000,"[7, 9, 10, 11, 12, 26]"
7,494,100000,346,[87]
8,546,1092,100000,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
9,347,100000,100000,[58]
10,319,638,100000,[71]
11,493,986,345,"[25, 31]"
12,485,970,100000,"[28, 29, 57, 68]"
13,426,100000,100000,"[38, 44]"
14,557,100000,100000,"[27, 34]"
15,465,930,326,[28]
16,538,1076,377,"[35, 49]"
17,323,646,226,"[35, 36]"
18,598,100000,419,[30]
19,312,100000,100000,"[31, 35, 36]"
20,512,1024,100000,[26]
21,430,100000,301,"[28, 32, 34, 47, 68]"
22,492,100000,344,[43]
23,417,100000,292,"[57, 58]"
24,440,100000,308,[31]
25,720,1440,100000,"[27, 29, 48, 57]"
26,670,1340,469,[58]
27,473,946,100000,[58]
28,605,1210,100000,[58]
29,569,100000,398,[71]
30,384,100000,269,"[32, 33, 34, 35, 36]"
31,395,790,276,"[38, 39]"
32,468,936,100000,[87]
33,298,596,209,[87]
34,592,100000,100000,[58]
35,599,100000,100000,[71]
36,520,100000,364,"[37, 38, 39]"
37,296,100000,100000,[87]
38,348,100000,244,[45]
39,602,100000,100000,"[40, 41, 42, 43, 44]"
40,628,100000,100000,[87]
41,673,100000,100000,[45]
42,381,762,267,[45]
43,304,100000,213,[45]
44,608,100000,100000,"[46, 47, 48, 49]"
45,383,100000,100000,"[50, 51, 52, 53, 54, 55, 57]"
46,590,100000,100000,[58]
47,510,100000,100000,[58]
48,598,1196,419,[58]
49,565,1130,100000,"[56, 59, 60]"
50,432,100000,100000,[58]
51,466,932,100000,[70]
52,535,1070,374,"[59, 72]"
53,265,100000,100000,[60]
54,465,930,100000,"[69, 88]"
55,430,860,301,[]
56,564,100000,100000,[58]
57,420,100000,100000,[70]
58,377,100000,264,"[61, 62, 63, 64, 65, 66, 67, 69, 70]"
59,518,100000,100000,[71]
60,569,100000,100000,"[67, 68, 69]"
61,569,100000,100000,[71]
62,529,1058,370,[73]
63,484,968,339,[84]
64,421,100000,100000,[72]
65,583,100000,408,[74]
66,636,100000,100000,[71]
67,546,100000,100000,[71]
68,320,100000,100000,[]
69,503,100000,352,[84]
70,479,100000,100000,"[72, 73]"
71,439,100000,307,"[74, 75, 76, 77, 78, 79, 80, 81, 82]"
72,381,762,267,[83]
73,558,1116,100000,[87]
74,544,1088,100000,[87]
75,668,1336,100000,[]
76,452,100000,100000,[]
77,594,100000,416,[86]
78,703,100000,100000,[]
79,536,1072,100000,[84]
80,727,100000,509,[]
81,397,100000,278,[85]
82,371,742,100000,[]
83,358,716,100000,[]
84,473,100000,100000,[87]
85,416,100000,100000,[]
86,347,100000,100000,"[88, 99]"
87,450,100000,100000,"[89, 90, 91, 92, 93, 94, 95, 96, 97, 98]"
88,671,100000,470,[]
89,618,1236,433,[100]
90,512,1024,358,[]
91,378,100000,100000,[]
92,500,1000,100000,[]
93,434,868,304,[100]
94,558,100000,100000,[99]
95,429,100000,300,[]
96,664,100000,100000,[]
97,570,1140,399,[]
98,499,100000,349,[]
99,459,918,321,[]
100,509,1018,100000,[]
