task,th,tr,tc,successor
1,414,100000,290,[6]
2,439,100000,100000,"[7, 8, 9]"
3,583,100000,408,[9]
4,324,648,100000,"[7, 8]"
5,433,100000,303,[7]
6,531,100000,372,[10]
7,468,100000,100000,"[11, 12]"
8,425,100000,100000,"[39, 40, 41, 42]"
9,451,100000,316,"[11, 12]"
10,562,100000,100000,[13]
11,381,100000,267,"[14, 15, 16, 40]"
12,422,100000,295,"[15, 16, 35, 40]"
13,560,100000,100000,[18]
14,563,100000,394,[20]
15,267,534,100000,"[17, 19, 21, 22]"
16,541,100000,100000,"[61, 70]"
17,465,100000,100000,[23]
18,615,100000,100000,[24]
19,375,100000,100000,[26]
20,543,100000,380,[27]
21,568,1136,100000,"[25, 39]"
22,333,666,100000,"[28, 34]"
23,329,100000,100000,[29]
24,417,834,100000,[30]
25,566,100000,396,[31]
26,337,100000,100000,[34]
27,418,836,100000,[35]
28,449,898,100000,"[32, 33]"
29,586,100000,100000,[37]
30,390,780,273,[40]
31,381,100000,100000,[41]
32,330,660,100000,[38]
33,515,100000,100000,"[36, 39, 42]"
34,508,1016,356,[]
35,355,100000,100000,"[39, 41, 42]"
36,376,752,100000,[43]
37,434,100000,100000,[44]
38,789,100000,100000,[46]
39,429,100000,100000,"[45, 47, 48]"
40,499,998,349,"[47, 55]"
41,515,1030,100000,"[47, 48]"
42,510,100000,357,[48]
43,579,100000,100000,[49]
44,561,100000,100000,[52]
45,403,806,100000,[50]
46,582,100000,407,[51]
47,553,100000,100000,"[52, 53, 54, 58]"
48,706,1412,100000,"[52, 53, 54, 55]"
49,349,698,100000,[56]
50,661,100000,463,[57]
51,279,100000,195,[58]
52,625,100000,438,"[57, 59, 60, 61, 62, 66]"
53,547,1094,383,"[57, 68, 69]"
54,365,100000,100000,[63]
55,584,1168,100000,[90]
56,462,924,323,[64]
57,649,100000,454,[85]
58,786,100000,550,[66]
59,404,808,100000,[65]
60,498,996,100000,[]
61,544,1088,381,[64]
62,576,100000,100000,[68]
63,527,100000,100000,"[64, 65, 66]"
64,244,488,100000,"[68, 71, 72]"
65,509,100000,356,"[67, 68, 70]"
66,658,1316,100000,"[69, 72]"
67,713,1426,499,[73]
68,509,1018,100000,"[74, 78]"
69,470,100000,100000,"[75, 77]"
70,385,100000,270,"[76, 77, 78, 79]"
71,435,870,100000,[84]
72,391,100000,100000,"[77, 79]"
73,656,100000,100000,[80]
74,471,100000,330,[81]
75,677,100000,100000,[82]
76,482,964,100000,[83]
77,460,100000,100000,"[84, 85]"
78,645,1290,451,"[84, 85]"
79,402,100000,281,[100]
80,262,524,100000,[88]
81,367,734,100000,[86]
82,355,710,248,[89]
83,626,1252,438,[90]
84,346,100000,100000,"[87, 90, 91, 92]"
85,571,100000,100000,[93]
86,613,100000,429,[94]
87,510,1020,357,[95]
88,339,100000,100000,[96]
89,625,100000,100000,[97]
90,529,100000,370,[97]
91,488,976,100000,[]
92,720,1440,504,"[99, 100]"
93,389,778,272,[98]
94,502,100000,351,[]
95,541,1082,100000,[]
96,326,100000,100000,[]
97,656,100000,459,[]
98,460,920,322,[]
99,440,100000,308,[]
100,449,898,100000,[]
