task,th,tr,tc,successor
1,209,100000,100000,"[5, 6]"
2,138,276,100000,"[8, 14, 15]"
3,168,100000,118,"[7, 8]"
4,71,100000,100000,"[6, 8]"
5,120,100000,84,[11]
6,144,100000,101,"[9, 12, 13, 14, 15]"
7,129,100000,100000,"[10, 12, 13, 14, 15]"
8,274,548,192,"[12, 13]"
9,102,100000,71,[18]
10,162,100000,100000,[19]
11,114,228,80,[16]
12,134,100000,100000,"[17, 20, 21, 30]"
13,90,100000,100000,"[22, 54, 62, 63, 79]"
14,114,100000,100000,"[21, 22, 23]"
15,174,348,122,"[22, 23, 40]"
16,35,70,100000,[24]
17,285,570,100000,[25]
18,128,100000,90,[26]
19,113,100000,100000,[29]
20,161,100000,100000,[27]
21,168,336,100000,"[28, 29, 38]"
22,101,100000,100000,"[58, 68]"
23,29,100000,100000,"[28, 30]"
24,184,368,129,[31]
25,175,350,122,[33]
26,154,100000,100000,[34]
27,46,92,100000,[35]
28,172,100000,120,"[32, 36, 37, 39]"
29,70,100000,100000,[40]
30,173,100000,100000,"[36, 38]"
31,175,100000,100000,[41]
32,71,100000,100000,[42]
33,36,72,25,[43]
34,139,100000,100000,[43]
35,105,100000,74,[44]
36,39,100000,27,"[45, 52]"
37,224,100000,157,"[43, 44]"
38,176,100000,100000,[52]
39,228,100000,160,[43]
40,151,302,100000,[43]
41,290,580,100000,[46]
42,68,100000,48,[47]
43,135,100000,100000,"[47, 48, 49]"
44,64,128,100000,"[49, 79]"
45,103,100000,100000,"[54, 61, 62, 68]"
46,234,468,164,[50]
47,223,446,156,"[51, 52]"
48,189,100000,132,"[60, 68, 73]"
49,151,302,100000,"[54, 58, 62, 68]"
50,79,100000,100000,[54]
51,210,100000,100000,[53]
52,127,254,100000,"[54, 55, 56, 57, 58]"
53,268,100000,100000,[59]
54,141,282,99,"[60, 72]"
55,109,218,100000,"[60, 63, 73]"
56,40,80,28,"[62, 66, 72, 73]"
57,241,482,100000,"[60, 67, 68, 79]"
58,35,70,24,[61]
59,107,214,75,[64]
60,90,100000,63,"[65, 66, 89]"
61,65,100000,100000,[67]
62,63,100000,44,"[74, 75]"
63,101,100000,71,[68]
64,174,348,100000,[69]
65,230,460,100000,[70]
66,88,100000,62,"[71, 75, 87]"
67,29,100000,100000,"[72, 73, 74]"
68,196,392,100000,"[74, 95]"
69,165,330,100000,[79]
70,216,432,151,[77]
71,205,100000,100000,[78]
72,68,100000,100000,"[76, 82, 99, 100]"
73,197,394,100000,[80]
74,220,440,100000,[81]
75,38,100000,27,[]
76,224,448,157,[83]
77,204,408,100000,[84]
78,116,100000,100000,[85]
79,109,218,100000,[87]
80,50,100000,100000,"[86, 87, 89]"
81,185,100000,130,"[88, 89]"
82,146,100000,100000,"[89, 95]"
83,98,100000,100000,[90]
84,121,100000,85,[94]
85,171,100000,120,[95]
86,139,278,97,[91]
87,90,100000,100000,[92]
88,243,100000,100000,[93]
89,65,130,46,[]
90,154,100000,100000,[96]
91,194,100000,100000,[99]
92,116,100000,100000,[97]
93,161,322,113,[98]
94,140,100000,98,[100]
95,85,170,100000,[]
96,193,100000,100000,[]
97,50,100000,100000,[]
98,91,182,64,[]
99,36,72,100000,[]
100,64,100000,45,[]
