task,th,tr,tc,successor
1,52,104,100000,[75]
2,42,100000,100000,"[50, 69, 80]"
3,124,100000,87,[28]
4,91,100000,64,[55]
5,251,100000,100000,[26]
6,88,176,62,"[11, 16, 67]"
7,185,100000,100000,[75]
8,103,100000,100000,"[48, 60]"
9,140,280,100000,"[12, 13]"
10,217,100000,152,[82]
11,161,100000,100000,"[15, 20, 23, 24]"
12,113,100000,100000,"[14, 16, 20, 22]"
13,53,106,100000,"[17, 18, 19, 21]"
14,277,100000,100000,"[25, 78]"
15,56,100000,39,[32]
16,230,100000,100000,[]
17,26,52,18,"[53, 87]"
18,94,100000,66,[27]
19,111,100000,78,"[29, 40, 41]"
20,255,100000,100000,[]
21,89,100000,100000,"[30, 88]"
22,48,100000,100000,[]
23,193,100000,100000,"[28, 31, 32]"
24,120,240,100000,[26]
25,134,268,94,"[33, 35, 36, 37]"
26,141,282,100000,[65]
27,130,100000,100000,"[35, 38]"
28,117,234,100000,"[34, 93]"
29,185,100000,100000,[97]
30,37,74,26,"[37, 100]"
31,148,100000,104,[39]
32,28,100000,100000,[]
33,155,100000,100000,[45]
34,99,100000,100000,[46]
35,240,480,100000,[44]
36,81,100000,57,[41]
37,72,100000,100000,"[43, 48]"
38,85,170,59,"[40, 42, 47]"
39,104,100000,73,[]
40,73,146,51,[53]
41,158,100000,100000,"[71, 83]"
42,212,424,100000,"[48, 54, 55, 58, 67]"
43,164,328,100000,"[49, 98]"
44,149,100000,100000,"[57, 94]"
45,77,100000,100000,"[50, 51]"
46,194,388,100000,"[56, 59]"
47,56,112,100000,[52]
48,139,278,100000,[]
49,73,100000,51,[]
50,99,198,100000,[64]
51,101,202,100000,[65]
52,140,280,98,"[58, 60, 61, 81]"
53,84,100000,59,[96]
54,322,100000,225,[62]
55,109,218,100000,[63]
56,109,218,76,[97]
57,64,100000,100000,[59]
58,90,180,63,"[69, 71, 72]"
59,36,100000,100000,[66]
60,37,100000,100000,"[66, 67]"
61,239,478,167,[]
62,78,156,100000,[74]
63,217,100000,100000,[70]
64,237,100000,100000,"[68, 92]"
65,196,100000,137,"[73, 75]"
66,145,100000,102,[]
67,165,100000,100000,[80]
68,77,100000,54,[]
69,206,412,100000,[78]
70,95,100000,100000,[87]
71,41,82,100000,"[77, 79, 82]"
72,144,100000,100000,[83]
73,90,100000,63,"[76, 81]"
74,142,284,99,[]
75,228,456,160,[80]
76,106,212,100000,"[83, 84]"
77,200,400,100000,"[88, 89]"
78,181,362,100000,[85]
79,88,100000,62,[98]
80,49,100000,100000,"[87, 88]"
81,24,100000,17,[]
82,98,100000,100000,"[86, 90]"
83,339,100000,100000,[]
84,44,100000,100000,"[93, 96, 99]"
85,271,542,190,[]
86,109,218,76,"[91, 94, 100]"
87,171,100000,120,[97]
88,222,444,155,[95]
89,109,100000,76,"[97, 98]"
90,213,426,149,"[92, 95]"
91,229,100000,100000,[]
92,131,262,100000,[]
93,28,100000,20,[]
94,216,100000,151,[]
95,235,470,100000,[]
96,83,100000,100000,[]
97,73,100000,100000,[]
98,103,206,72,[]
99,331,100000,232,[]
100,200,100000,100000,[]
