task,th,tr,tc,successor
1,233,100000,163,"[10, 48]"
2,112,224,100000,"[11, 76]"
3,288,100000,100000,[14]
4,44,100000,31,[]
5,91,182,100000,"[14, 53]"
6,123,100000,86,[]
7,235,470,100000,"[12, 85]"
8,78,156,55,"[13, 16]"
9,136,272,100000,"[15, 38]"
10,157,100000,100000,"[24, 33]"
11,26,100000,18,"[17, 19, 26, 86]"
12,35,100000,100000,"[18, 31, 76]"
13,121,100000,100000,[]
14,177,100000,100000,"[21, 23, 25]"
15,49,100000,100000,"[77, 93]"
16,151,100000,100000,"[20, 22, 35]"
17,167,100000,117,[]
18,169,338,100000,"[27, 52, 96]"
19,199,398,100000,[35]
20,100,100000,70,[34]
21,311,100000,100000,[72]
22,71,142,100000,[29]
23,160,100000,112,"[28, 31, 33, 36]"
24,56,112,100000,[100]
25,63,100000,100000,[30]
26,219,438,153,[32]
27,148,100000,100000,[69]
28,189,100000,100000,[41]
29,159,100000,111,[40]
30,126,252,100000,"[38, 39]"
31,185,370,130,[69]
32,66,100000,100000,[]
33,245,490,172,"[37, 78]"
34,260,520,182,[42]
35,166,332,116,"[41, 77]"
36,153,100000,107,[68]
37,108,100000,100000,"[43, 50]"
38,240,100000,100000,[]
39,231,100000,162,"[44, 46]"
40,92,100000,64,"[45, 79]"
41,68,100000,48,[]
42,88,176,100000,[]
43,126,252,100000,"[51, 54, 55, 96]"
44,269,100000,100000,"[47, 49]"
45,151,100000,100000,"[50, 53]"
46,92,184,100000,"[48, 52]"
47,262,100000,100000,[]
48,127,100000,100000,[]
49,142,100000,100000,"[56, 59, 60]"
50,131,262,92,[]
51,73,146,100000,[61]
52,207,100000,145,[]
53,190,100000,100000,"[58, 60, 62]"
54,60,100000,100000,[57]
55,54,100000,38,[]
56,46,100000,100000,[]
57,31,62,100000,[69]
58,272,544,190,"[65, 100]"
59,104,100000,100000,"[63, 66, 67, 68, 70, 72, 74]"
60,194,388,136,"[73, 75, 77, 97]"
61,101,100000,100000,[65]
62,63,126,100000,"[64, 71]"
63,65,100000,46,[76]
64,188,376,100000,[]
65,314,628,100000,[81]
66,238,476,167,[78]
67,190,380,100000,[75]
68,120,100000,84,"[77, 80]"
69,87,100000,61,[]
70,264,528,185,[87]
71,96,100000,67,[]
72,189,378,132,"[79, 99]"
73,130,100000,100000,[92]
74,400,100000,100000,[]
75,200,400,140,"[83, 90]"
76,191,382,100000,[89]
77,168,100000,100000,[91]
78,94,100000,100000,[88]
79,231,462,162,"[85, 86]"
80,98,100000,69,[86]
81,71,142,100000,"[82, 84, 87]"
82,86,100000,60,[93]
83,234,100000,100000,[94]
84,149,100000,100000,[]
85,310,100000,217,[92]
86,100,200,100000,"[92, 97]"
87,339,100000,100000,[99]
88,69,138,100000,[]
89,129,100000,90,[95]
90,275,100000,100000,"[98, 100]"
91,176,352,100000,[96]
92,32,100000,22,[]
93,239,100000,100000,[]
94,155,310,100000,[]
95,68,100000,100000,[]
96,146,100000,100000,[]
97,256,100000,100000,[]
98,91,100000,64,[]
99,61,122,43,[]
100,223,446,156,[]
