task,th,tr,tc,successor
1,252,504,176,[5]
2,45,90,100000,"[6, 7, 8]"
3,86,100000,60,"[7, 8]"
4,269,100000,188,"[7, 8]"
5,163,326,100000,[10]
6,148,296,104,[9]
7,76,100000,100000,"[10, 11, 12, 13, 14]"
8,175,100000,100000,"[10, 11, 12, 13, 14]"
9,240,100000,100000,[15]
10,77,154,100000,"[17, 18, 19, 20]"
11,94,100000,100000,"[16, 17, 20]"
12,98,100000,100000,"[17, 18, 19, 20]"
13,129,100000,90,"[17, 18, 19, 20]"
14,101,202,71,"[17, 25]"
15,39,100000,100000,[21]
16,235,100000,100000,[22]
17,153,306,100000,"[23, 24, 26]"
18,169,100000,100000,"[23, 24, 25, 26]"
19,37,100000,100000,"[23, 26]"
20,72,144,50,[23]
21,257,514,180,[27]
22,104,100000,100000,[28]
23,253,100000,100000,"[29, 31, 32]"
24,135,100000,100000,"[30, 31, 32]"
25,153,100000,100000,"[30, 31, 32]"
26,67,134,47,"[30, 31, 32]"
27,21,42,100000,[33]
28,26,100000,100000,[34]
29,277,554,100000,[35]
30,163,326,100000,"[36, 37, 38, 39]"
31,135,270,100000,"[38, 39]"
32,32,100000,22,"[38, 39]"
33,60,100000,100000,[40]
34,47,100000,33,[43]
35,91,100000,100000,[44]
36,113,226,100000,[41]
37,189,100000,100000,[42]
38,62,124,100000,"[44, 45]"
39,253,100000,177,"[44, 45]"
40,220,100000,154,[46]
41,66,132,46,[47]
42,106,100000,100000,[51]
43,34,100000,100000,[48]
44,171,100000,100000,"[50, 51, 52]"
45,151,100000,100000,"[49, 50, 51, 52]"
46,198,100000,139,[54]
47,107,100000,100000,[55]
48,223,446,100000,[57]
49,108,216,76,[56]
50,311,622,218,"[53, 57, 58, 59, 62, 63]"
51,99,100000,100000,"[57, 58, 64]"
52,217,100000,100000,"[57, 58, 59]"
53,35,70,24,[60]
54,45,100000,31,[62]
55,84,100000,59,[61]
56,153,100000,107,[63]
57,135,100000,100000,[94]
58,22,44,100000,"[65, 70, 71]"
59,195,100000,100000,[64]
60,140,100000,98,[68]
61,255,100000,100000,[66]
62,46,92,32,"[68, 69, 70]"
63,137,100000,100000,"[67, 68, 69, 70, 71]"
64,78,100000,55,"[67, 68, 69, 70, 71]"
65,254,508,178,"[67, 68, 69]"
66,97,100000,68,[75]
67,122,244,100000,"[72, 73, 74, 83, 84]"
68,187,374,100000,"[76, 77]"
69,121,242,100000,"[76, 77]"
70,67,134,47,"[76, 77]"
71,195,390,136,"[76, 77]"
72,45,100000,100000,[78]
73,278,100000,100000,[79]
74,147,100000,100000,[81]
75,272,544,100000,[82]
76,73,100000,100000,"[80, 83, 84]"
77,126,100000,100000,"[83, 84]"
78,165,100000,100000,[87]
79,65,130,46,[87]
80,63,126,44,[85]
81,86,100000,60,[88]
82,31,100000,100000,[86]
83,64,100000,100000,"[87, 88, 89]"
84,113,226,79,"[87, 88, 89]"
85,85,100000,59,[90]
86,47,100000,100000,[91]
87,345,100000,100000,"[91, 92, 93, 94]"
88,175,350,122,"[91, 94, 95, 96]"
89,71,142,100000,"[91, 92, 93, 98]"
90,168,336,118,[96]
91,41,82,100000,[97]
92,72,100000,50,[]
93,285,100000,200,[99]
94,116,232,81,"[98, 100]"
95,51,100000,36,[99]
96,151,302,100000,[]
97,53,106,100000,[]
98,54,100000,100000,[]
99,127,100000,100000,[]
100,54,100000,38,[]
