task,th,tr,tc,successor
1,61,100000,100000,[49]
2,73,146,51,[24]
3,252,100000,100000,[24]
4,89,100000,62,"[18, 30]"
5,150,300,100000,"[13, 17, 19]"
6,291,582,100000,"[12, 15, 20, 79]"
7,122,244,100000,"[11, 16, 21]"
8,221,100000,155,[17]
9,74,100000,52,[]
10,169,100000,100000,"[11, 14]"
11,219,100000,100000,[49]
12,45,100000,31,[49]
13,82,164,57,[24]
14,202,404,100000,[24]
15,254,100000,100000,[24]
16,29,100000,20,[24]
17,62,100000,43,[24]
18,63,126,44,[25]
19,173,100000,100000,"[23, 26, 29]"
20,150,100000,105,"[22, 27, 28]"
21,190,100000,133,[74]
22,68,136,48,[49]
23,119,238,100000,[49]
24,159,100000,111,"[31, 32, 33, 34, 54]"
25,139,278,97,[36]
26,180,100000,100000,[37]
27,105,210,74,"[35, 39, 40]"
28,106,212,74,[39]
29,105,100000,74,"[30, 38]"
30,94,188,66,[49]
31,157,100000,110,[]
32,255,510,178,[46]
33,42,84,100000,[]
34,128,256,100000,[47]
35,178,100000,125,[42]
36,234,468,100000,[41]
37,252,100000,100000,[45]
38,149,100000,104,"[43, 54]"
39,201,100000,100000,"[44, 97]"
40,124,248,87,[48]
41,87,174,100000,[49]
42,159,318,100000,[53]
43,120,100000,100000,[52]
44,106,212,100000,"[50, 51]"
45,183,100000,100000,"[55, 91]"
46,150,300,100000,[64]
47,53,106,100000,[55]
48,215,100000,100000,[54]
49,284,100000,100000,"[56, 57, 58, 59, 60, 66]"
50,57,114,100000,[61]
51,26,100000,100000,[62]
52,260,520,182,[63]
53,268,100000,188,[64]
54,91,100000,64,"[65, 97]"
55,204,408,143,[]
56,231,100000,162,[67]
57,81,100000,100000,[72]
58,26,100000,18,[72]
59,78,156,100000,[70]
60,90,180,100000,[73]
61,116,232,81,[68]
62,76,152,53,[69]
63,216,100000,100000,[74]
64,205,100000,100000,[]
65,82,100000,100000,[]
66,30,100000,21,[71]
67,191,382,100000,[75]
68,188,100000,132,"[76, 80]"
69,64,128,100000,[]
70,166,100000,100000,[86]
71,214,100000,100000,[]
72,117,234,100000,"[77, 78]"
73,182,100000,100000,[]
74,27,100000,100000,[79]
75,284,100000,199,[82]
76,199,398,100000,[81]
77,130,260,100000,"[86, 99]"
78,47,94,33,[95]
79,39,100000,100000,"[85, 87]"
80,170,100000,119,"[83, 84]"
81,113,100000,100000,[90]
82,97,100000,100000,[88]
83,264,528,100000,[89]
84,182,100000,100000,[]
85,212,100000,148,"[91, 92, 93]"
86,133,100000,100000,[]
87,34,100000,24,[]
88,61,100000,100000,[95]
89,71,100000,100000,[94]
90,292,100000,100000,[96]
91,213,100000,100000,[99]
92,246,100000,100000,"[98, 100]"
93,198,396,100000,[97]
94,89,100000,100000,[]
95,196,100000,137,[]
96,171,342,100000,[]
97,170,100000,100000,[]
98,149,298,104,[]
99,76,100000,100000,[]
100,39,100000,100000,[]
