task,th,tr,tc,successor
1,393,786,100000,"[6, 7, 8]"
2,137,274,96,"[6, 7, 8]"
3,219,100000,100000,"[6, 7, 8]"
4,37,100000,100000,"[6, 7, 8]"
5,176,100000,100000,"[6, 7, 8]"
6,250,100000,100000,"[9, 10, 11, 12]"
7,327,100000,229,"[9, 10, 11, 12]"
8,450,100000,315,"[9, 10, 11, 12]"
9,227,454,159,"[13, 14, 15]"
10,29,100000,20,"[13, 14, 15]"
11,310,620,217,"[13, 14, 15]"
12,43,100000,100000,"[13, 14, 15]"
13,243,100000,170,"[16, 17, 18]"
14,231,100000,162,"[16, 17, 18]"
15,208,416,100000,"[16, 17, 18]"
16,279,558,100000,"[19, 20, 21, 22]"
17,389,778,100000,"[19, 20, 21, 22]"
18,489,100000,100000,"[19, 20, 21, 22]"
19,303,100000,212,"[23, 24, 25, 26, 27]"
20,404,100000,100000,"[23, 24, 25, 26, 27]"
21,87,174,61,"[23, 24, 25, 26, 27]"
22,212,100000,100000,"[23, 24, 25, 26, 27]"
23,189,100000,132,"[28, 29, 30, 31]"
24,222,100000,100000,"[28, 29, 30, 31]"
25,50,100,100000,"[28, 29, 30, 31]"
26,455,100000,318,"[28, 29, 30, 31]"
27,322,100000,100000,"[28, 29]"
28,148,100000,100000,[44]
29,175,350,100000,"[32, 38]"
30,47,100000,33,[33]
31,103,100000,72,"[32, 33]"
32,82,100000,57,"[34, 36, 37]"
33,70,100000,49,"[35, 37, 38]"
34,122,100000,100000,"[39, 40, 41, 42, 43]"
35,43,100000,30,"[39, 40, 42]"
36,55,100000,100000,"[39, 40]"
37,25,50,100000,"[39, 40]"
38,121,242,100000,"[39, 40, 41, 42, 43]"
39,22,100000,100000,"[44, 45, 46, 47]"
40,339,678,100000,"[44, 45, 46, 47]"
41,174,348,100000,"[44, 45, 46, 47]"
42,490,100000,100000,[58]
43,243,100000,100000,"[44, 47]"
44,174,100000,100000,"[48, 49, 50, 51]"
45,504,1008,100000,"[48, 49, 50, 51]"
46,24,100000,100000,"[48, 51]"
47,32,100000,100000,"[48, 49, 50, 51]"
48,72,100000,50,"[68, 80]"
49,138,100000,97,"[52, 54]"
50,529,100000,100000,"[53, 57, 58]"
51,160,320,112,"[54, 55]"
52,483,100000,100000,"[56, 57, 58]"
53,460,100000,100000,"[72, 84]"
54,318,636,223,"[67, 69, 73, 76]"
55,156,100000,109,"[56, 57, 58]"
56,139,100000,100000,[59]
57,39,78,100000,[59]
58,156,100000,109,[59]
59,242,484,169,[60]
60,452,100000,316,"[61, 62, 63]"
61,585,100000,100000,"[64, 65]"
62,438,100000,100000,"[64, 65]"
63,146,292,102,[64]
64,154,100000,108,"[68, 69, 80]"
65,246,492,172,"[66, 67, 68]"
66,45,100000,100000,"[69, 70, 71, 72, 73]"
67,372,100000,260,[80]
68,350,100000,100000,"[70, 73, 77, 79]"
69,450,100000,100000,[74]
70,27,54,100000,"[78, 84]"
71,160,100000,100000,"[75, 92]"
72,278,100000,195,[76]
73,132,264,100000,"[84, 94, 95, 100]"
74,95,190,100000,"[78, 79, 83]"
75,150,100000,100000,"[80, 97]"
76,72,100000,50,"[77, 80]"
77,456,912,100000,"[81, 82, 83, 85]"
78,340,680,238,"[81, 97]"
79,163,100000,114,"[84, 85, 87]"
80,123,246,100000,"[83, 87]"
81,169,100000,118,[87]
82,73,146,100000,[]
83,469,938,100000,[98]
84,96,192,100000,[88]
85,249,498,100000,[86]
86,131,100000,100000,"[89, 94]"
87,112,224,78,[90]
88,279,558,100000,[]
89,504,1008,353,"[91, 92]"
90,157,100000,100000,[93]
91,164,328,100000,"[95, 97]"
92,131,100000,100000,"[98, 100]"
93,194,388,136,"[94, 95, 96]"
94,70,100000,100000,[]
95,494,988,100000,[99]
96,163,100000,114,[100]
97,496,992,347,[98]
98,270,540,100000,[]
99,27,100000,19,[]
100,139,278,100000,[]
