task,th,tr,tc,successor
1,592,100000,414,[6]
2,740,1480,100000,[9]
3,425,100000,100000,"[8, 11]"
4,693,100000,485,"[7, 18]"
5,419,100000,100000,"[10, 12, 16, 18]"
6,488,100000,100000,[13]
7,389,778,272,"[14, 20]"
8,522,1044,100000,"[16, 17, 21]"
9,361,722,100000,"[18, 19]"
10,669,100000,468,"[15, 22]"
11,464,100000,100000,[19]
12,680,100000,476,[17]
13,533,100000,100000,[24]
14,524,100000,367,[25]
15,416,100000,291,"[23, 26]"
16,488,100000,100000,[28]
17,456,100000,100000,[27]
18,496,992,347,[]
19,482,100000,337,[27]
20,581,1162,100000,[49]
21,351,702,246,"[48, 63, 87]"
22,567,100000,397,[61]
23,586,1172,100000,[29]
24,414,100000,290,[30]
25,324,100000,227,[32]
26,373,746,261,[34]
27,726,1452,100000,"[31, 33, 35, 76]"
28,494,100000,346,[95]
29,481,962,100000,[36]
30,564,100000,100000,[39]
31,665,1330,100000,"[37, 38, 74]"
32,621,1242,100000,[40]
33,496,100000,347,"[42, 86]"
34,554,1108,100000,[]
35,264,100000,185,"[41, 52, 92]"
36,481,962,337,[43]
37,578,100000,100000,[44]
38,505,100000,100000,[45]
39,689,1378,100000,"[47, 51]"
40,532,100000,100000,"[46, 52]"
41,421,842,295,"[48, 49, 50, 62]"
42,468,936,100000,[]
43,647,100000,100000,[53]
44,398,100000,279,[54]
45,380,760,100000,[55]
46,512,100000,100000,[59]
47,430,860,100000,"[56, 58, 60, 63]"
48,525,100000,100000,"[57, 61, 96]"
49,504,1008,353,[87]
50,532,1064,372,[98]
51,402,100000,100000,"[64, 65, 98]"
52,292,100000,204,[62]
53,568,1136,100000,[75]
54,539,100000,377,[66]
55,656,1312,100000,[67]
56,525,1050,100000,[68]
57,453,100000,100000,[69]
58,390,100000,100000,[73]
59,490,100000,100000,[71]
60,533,100000,373,"[70, 72, 77]"
61,513,100000,359,[]
62,651,100000,456,[]
63,259,518,100000,"[74, 76]"
64,760,100000,100000,[76]
65,626,1252,100000,[]
66,378,756,265,[80]
67,385,100000,100000,[79]
68,600,100000,420,[81]
69,464,928,325,[85]
70,354,708,248,[82]
71,345,100000,100000,[83]
72,632,100000,100000,[84]
73,290,100000,100000,[86]
74,616,100000,100000,[78]
75,631,1262,100000,[]
76,421,842,100000,[]
77,729,1458,100000,[87]
78,359,718,251,[89]
79,640,100000,100000,[88]
80,479,100000,335,[90]
81,310,100000,100000,[91]
82,656,100000,459,[92]
83,507,100000,100000,[92]
84,420,100000,100000,[93]
85,409,818,100000,[]
86,515,100000,100000,[]
87,585,100000,100000,[]
88,476,952,100000,[94]
89,459,100000,100000,[95]
90,535,100000,100000,[95]
91,275,550,100000,[96]
92,487,100000,341,"[97, 99]"
93,573,1146,401,"[98, 100]"
94,558,1116,391,[]
95,409,100000,286,[]
96,331,100000,232,[]
97,413,826,100000,[]
98,346,100000,100000,[]
99,433,100000,303,[]
100,705,100000,100000,[]
