task,th,tr,tc,successor
1,125,100000,100000,[35]
2,233,466,100000,[35]
3,36,72,25,[17]
4,98,196,69,[17]
5,167,334,100000,[17]
6,270,100000,189,"[8, 9, 11]"
7,43,100000,100000,"[9, 10, 11]"
8,461,922,100000,[17]
9,341,100000,239,[17]
10,120,100000,100000,"[12, 13, 14, 16]"
11,44,100000,31,[15]
12,235,470,164,[50]
13,164,100000,100000,[91]
14,97,100000,100000,[17]
15,193,100000,135,[17]
16,59,100000,100000,"[18, 19, 20, 21]"
17,213,100000,149,"[24, 25, 26, 27, 28, 29]"
18,447,894,100000,"[22, 23, 36]"
19,208,100000,100000,"[29, 91]"
20,468,936,328,[22]
21,65,100000,100000,"[29, 36]"
22,127,254,89,[35]
23,443,886,310,[35]
24,243,100000,170,"[33, 34]"
25,95,100000,100000,"[30, 31, 32, 34]"
26,31,62,22,"[30, 31, 32, 33]"
27,221,100000,155,"[30, 50]"
28,116,100000,81,"[30, 31, 32, 37]"
29,163,100000,100000,"[76, 100]"
30,457,914,320,[35]
31,95,190,66,[50]
32,218,100000,100000,[50]
33,86,172,100000,[50]
34,359,100000,251,"[36, 37, 38, 39]"
35,125,100000,100000,"[40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51]"
36,144,288,100000,[50]
37,64,128,100000,[91]
38,122,244,85,"[74, 81]"
39,255,510,178,[50]
40,294,100000,100000,[64]
41,49,98,100000,[]
42,147,294,100000,[78]
43,212,100000,100000,[99]
44,81,100000,100000,[64]
45,200,100000,100000,"[76, 77]"
46,451,902,100000,"[74, 76, 80]"
47,135,270,94,"[71, 75, 81]"
48,90,100000,100000,[75]
49,272,100000,100000,[]
50,384,100000,100000,"[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]"
51,282,100000,100000,[64]
52,166,100000,100000,[]
53,87,174,100000,"[75, 100]"
54,35,100000,24,"[72, 92]"
55,507,100000,355,[65]
56,110,220,77,[81]
57,129,100000,100000,[99]
58,241,482,100000,"[71, 80]"
59,552,100000,100000,[65]
60,320,100000,224,[77]
61,239,100000,167,"[71, 79]"
62,48,96,100000,"[71, 72, 75]"
63,197,100000,100000,[99]
64,128,100000,90,[65]
65,149,100000,104,"[66, 67, 68]"
66,149,100000,100000,[78]
67,204,408,100000,[78]
68,23,100000,100000,"[69, 70, 71, 72, 73, 74]"
69,32,100000,100000,[91]
70,553,100000,387,[91]
71,451,902,316,[78]
72,200,400,100000,[]
73,74,148,100000,"[76, 77]"
74,430,860,100000,[75]
75,107,214,100000,[78]
76,76,100000,100000,[78]
77,45,100000,31,"[79, 80]"
78,497,100000,100000,"[82, 83, 84, 85, 86, 87, 88, 89, 90]"
79,517,100000,362,[81]
80,119,100000,83,[81]
81,324,100000,100000,[91]
82,544,1088,100000,[93]
83,431,862,100000,[]
84,192,100000,100000,[93]
85,264,528,185,[]
86,22,100000,100000,[]
87,411,100000,100000,[92]
88,81,100000,100000,[]
89,298,596,100000,[92]
90,77,100000,100000,[]
91,208,416,146,"[94, 95, 96, 97, 98, 100]"
92,99,198,100000,[99]
93,147,294,100000,[]
94,173,100000,121,[]
95,85,100000,59,[]
96,142,100000,100000,[]
97,525,100000,100000,[]
98,59,100000,41,[]
99,227,100000,159,[]
100,518,1036,363,[]
