task,th,tr,tc,successor
1,490,980,343,[51]
2,382,764,100000,[51]
3,505,100000,354,[32]
4,566,100000,396,"[12, 16, 17, 19, 20, 21]"
5,362,724,100000,[18]
6,717,100000,100000,[]
7,637,1274,446,"[13, 14, 22]"
8,546,100000,100000,[]
9,454,908,318,[]
10,310,100000,100000,"[15, 37]"
11,457,914,100000,[]
12,363,726,100000,[51]
13,466,932,100000,[51]
14,482,964,337,[51]
15,406,812,100000,[32]
16,437,100000,100000,[26]
17,362,100000,253,[27]
18,289,100000,100000,[28]
19,419,838,100000,[]
20,452,100000,316,[23]
21,344,688,100000,"[24, 25, 30]"
22,409,100000,100000,[29]
23,650,100000,100000,[51]
24,651,100000,100000,[32]
25,611,100000,100000,[32]
26,410,820,287,[33]
27,158,100000,100000,[34]
28,406,100000,284,[35]
29,551,1102,386,[39]
30,537,1074,376,"[31, 36, 37, 38, 79]"
31,539,100000,100000,[51]
32,567,100000,397,"[42, 43, 44, 45, 46]"
33,640,100000,100000,[40]
34,459,918,321,[47]
35,410,100000,287,[48]
36,437,874,100000,[50]
37,703,100000,100000,[41]
38,395,100000,100000,[49]
39,521,100000,100000,[]
40,464,928,325,[51]
41,526,1052,368,[51]
42,548,100000,384,[54]
43,542,1084,100000,[]
44,447,894,100000,[]
45,575,100000,100000,[]
46,559,100000,391,[]
47,433,866,100000,[53]
48,459,100000,321,[52]
49,616,100000,100000,[]
50,574,1148,402,[55]
51,382,100000,100000,"[56, 57, 58, 59, 63]"
52,421,100000,100000,[60]
53,320,640,100000,"[61, 99]"
54,577,1154,100000,[62]
55,354,100000,100000,[64]
56,278,100000,100000,"[65, 68]"
57,504,1008,100000,[68]
58,716,1432,501,"[69, 71]"
59,473,946,331,[]
60,472,100000,100000,[66]
61,383,100000,268,[67]
62,300,100000,100000,[70]
63,626,100000,100000,[]
64,566,100000,100000,[]
65,431,862,302,[72]
66,524,100000,100000,[73]
67,588,1176,412,[74]
68,548,100000,384,[]
69,665,100000,100000,[78]
70,466,100000,100000,"[75, 76, 79]"
71,599,100000,100000,[77]
72,801,1602,561,[82]
73,643,100000,450,[80]
74,601,100000,100000,[81]
75,391,100000,100000,[84]
76,454,908,100000,[]
77,609,1218,426,[90]
78,381,762,100000,"[83, 85]"
79,418,100000,100000,[]
80,643,100000,450,[87]
81,550,100000,100000,[86]
82,504,1008,100000,[88]
83,451,100000,100000,"[89, 100]"
84,474,100000,332,[90]
85,511,100000,100000,"[91, 92]"
86,478,100000,100000,[94]
87,251,502,176,[93]
88,530,100000,100000,[95]
89,508,100000,356,[]
90,686,100000,100000,[]
91,555,1110,100000,"[94, 96, 100]"
92,335,670,234,"[97, 98, 99]"
93,571,100000,400,[]
94,447,100000,313,[]
95,596,100000,100000,[]
96,512,100000,100000,[]
97,566,1132,396,[]
98,771,1542,540,[]
99,673,100000,471,[]
100,277,100000,100000,[]
