task,th,tr,tc,successor
1,493,986,345,[28]
2,157,314,110,[29]
3,314,100000,220,[16]
4,116,100000,81,"[11, 13, 14, 15, 17, 18]"
5,156,312,100000,"[9, 12]"
6,168,100000,118,"[19, 20]"
7,138,100000,97,"[8, 10]"
8,184,368,100000,[28]
9,43,100000,100000,[28]
10,131,262,100000,[29]
11,163,100000,114,[29]
12,34,68,100000,[29]
13,270,540,189,[29]
14,271,100000,190,[29]
15,71,100000,50,[29]
16,109,218,100000,[25]
17,316,100000,221,[26]
18,74,100000,100000,"[22, 23, 24]"
19,484,100000,100000,[]
20,199,398,100000,"[21, 27]"
21,311,622,100000,[28]
22,494,988,100000,[28]
23,109,218,100000,[29]
24,419,100000,293,[29]
25,183,100000,100000,[30]
26,351,702,100000,[31]
27,72,100000,100000,"[32, 33]"
28,210,420,147,"[34, 35, 36, 37, 38, 39]"
29,129,258,100000,"[40, 41, 42, 43, 44, 45, 69, 100]"
30,151,100000,100000,[46]
31,150,300,105,[]
32,407,814,100000,[]
33,166,100000,116,[]
34,415,100000,290,"[47, 48, 50]"
35,175,100000,122,[]
36,200,100000,100000,[]
37,89,100000,100000,[]
38,231,100000,100000,[]
39,155,100000,108,[]
40,164,328,100000,[]
41,138,100000,100000,[]
42,486,100000,340,[68]
43,500,100000,100000,[]
44,168,100000,100000,[]
45,387,100000,100000,[]
46,29,100000,20,[49]
47,122,244,85,[51]
48,174,100000,122,[53]
49,230,460,100000,"[52, 54, 55, 58, 60, 61]"
50,223,446,100000,"[56, 57, 59]"
51,160,100000,100000,[66]
52,462,100000,100000,[62]
53,231,462,100000,[63]
54,447,894,100000,[64]
55,213,100000,100000,[65]
56,136,100000,95,"[68, 71, 72]"
57,75,100000,100000,[70]
58,250,100000,100000,[73]
59,106,100000,74,[]
60,401,802,281,"[67, 69]"
61,143,100000,100,[92]
62,440,880,100000,[75]
63,541,1082,100000,[74]
64,30,100000,100000,[76]
65,33,100000,100000,[74]
66,112,100000,100000,[]
67,78,156,100000,"[78, 79]"
68,238,100000,167,[77]
69,199,398,139,[]
70,213,426,100000,[]
71,132,264,100000,[]
72,52,100000,36,[]
73,90,180,100000,[]
74,261,522,100000,"[80, 81, 85]"
75,581,100000,407,[87]
76,154,100000,100000,[84]
77,177,100000,100000,[]
78,143,100000,100,[82]
79,253,100000,177,"[82, 83, 86]"
80,41,100000,100000,[88]
81,40,100000,28,[89]
82,106,100000,100000,[]
83,229,458,100000,"[90, 94]"
84,607,100000,100000,"[91, 95, 96]"
85,380,760,100000,[92]
86,507,1014,355,"[93, 97]"
87,148,100000,104,[]
88,150,100000,100000,[98]
89,69,138,100000,[99]
90,193,100000,135,[]
91,276,552,100000,[]
92,55,110,38,[100]
93,250,100000,100000,[]
94,234,100000,100000,[]
95,166,100000,116,[]
96,221,100000,155,[]
97,142,284,100000,[]
98,280,100000,100000,[]
99,79,158,100000,[]
100,187,100000,131,[]
