task,th,tr,tc,successor
1,471,100000,100000,[15]
2,486,972,100000,"[13, 15]"
3,705,1410,100000,[]
4,794,1588,100000,[]
5,462,100000,323,[80]
6,696,100000,100000,"[12, 16, 31]"
7,470,100000,329,"[17, 60]"
8,351,702,246,[]
9,568,1136,398,"[14, 18]"
10,463,100000,324,[95]
11,505,100000,354,[]
12,669,100000,100000,[]
13,495,100000,100000,[22]
14,473,100000,100000,"[19, 20]"
15,640,100000,448,[21]
16,357,714,250,[]
17,744,1488,100000,"[23, 33]"
18,176,100000,100000,[]
19,491,100000,100000,"[28, 89]"
20,543,100000,380,[30]
21,367,100000,100000,"[24, 26, 29]"
22,500,100000,350,[30]
23,356,712,100000,"[25, 27, 67]"
24,543,1086,100000,"[32, 34]"
25,466,100000,100000,[]
26,469,938,100000,[]
27,378,756,265,[31]
28,293,100000,100000,"[35, 37, 83]"
29,390,100000,100000,[33]
30,562,1124,393,[36]
31,610,1220,100000,[]
32,597,100000,100000,"[43, 46]"
33,416,100000,291,[]
34,514,100000,360,[44]
35,602,100000,100000,"[40, 42]"
36,496,992,347,"[38, 41, 43, 62]"
37,413,826,289,"[39, 45]"
38,563,100000,100000,"[58, 71]"
39,662,1324,100000,[]
40,556,100000,389,[48]
41,517,100000,100000,[51]
42,441,882,100000,[50]
43,443,100000,100000,"[47, 97]"
44,507,1014,100000,[49]
45,552,1104,100000,[84]
46,456,912,100000,[]
47,477,100000,100000,"[56, 100]"
48,301,602,100000,[97]
49,735,1470,100000,"[52, 53, 57, 58, 59]"
50,553,100000,387,"[54, 55, 60]"
51,480,100000,336,"[61, 78]"
52,610,1220,427,[65]
53,447,100000,313,[]
54,536,100000,100000,[]
55,530,100000,371,[]
56,628,100000,100000,[69]
57,572,100000,400,"[68, 80]"
58,570,1140,100000,"[63, 64]"
59,486,972,340,"[70, 94]"
60,646,1292,100000,"[62, 67]"
61,605,100000,100000,"[66, 89]"
62,430,100000,100000,[77]
63,500,100000,350,[79]
64,432,864,302,"[75, 78]"
65,243,100000,100000,"[71, 74, 76, 91]"
66,448,896,314,[]
67,415,830,100000,[]
68,478,100000,335,[88]
69,504,1008,353,[73]
70,642,100000,100000,[72]
71,427,100000,100000,[87]
72,516,100000,100000,[86]
73,610,100000,100000,[90]
74,401,100000,100000,[89]
75,471,942,100000,[]
76,315,100000,100000,"[80, 88]"
77,511,100000,100000,"[85, 91]"
78,612,100000,428,[84]
79,687,100000,100000,"[80, 81, 82, 83]"
80,476,100000,100000,"[92, 94]"
81,550,100000,385,[100]
82,475,950,100000,[]
83,421,842,100000,[]
84,564,1128,100000,"[98, 99]"
85,698,1396,489,[]
86,371,100000,100000,[]
87,553,100000,387,[]
88,523,1046,100000,"[93, 96]"
89,681,1362,100000,[97]
90,293,100000,100000,[]
91,477,100000,334,[95]
92,366,732,256,[]
93,379,100000,265,[]
94,488,976,342,[]
95,489,100000,342,[]
96,450,100000,100000,[]
97,646,100000,100000,[]
98,517,100000,100000,[]
99,397,794,278,[]
100,664,100000,465,[]
