task,th,tr,tc,successor
1,139,100000,100000,"[5, 6]"
2,149,100000,104,"[4, 5, 6]"
3,481,100000,100000,"[4, 5, 6]"
4,177,100000,124,"[7, 8, 9, 10]"
5,87,100000,100000,"[7, 8, 9, 10]"
6,180,100000,100000,"[7, 8, 9, 10]"
7,392,100000,274,"[11, 12, 13]"
8,50,100,35,"[11, 12, 13]"
9,83,166,100000,"[11, 12, 13]"
10,193,100000,100000,"[11, 12, 13]"
11,95,190,100000,"[14, 15, 16]"
12,500,1000,100000,"[14, 15, 16]"
13,213,100000,100000,"[14, 15, 16]"
14,171,100000,100000,"[17, 18, 19, 20]"
15,428,100000,300,"[17, 18, 19, 20]"
16,484,968,100000,"[17, 18, 19, 20]"
17,493,986,345,"[21, 22, 23]"
18,167,334,100000,"[21, 22, 23]"
19,430,100000,301,"[21, 22, 23]"
20,268,100000,100000,"[21, 22, 23]"
21,60,100000,42,"[24, 25, 26, 27]"
22,135,100000,94,"[24, 25, 26, 27]"
23,92,184,64,"[24, 25, 26, 27]"
24,100,100000,100000,"[28, 29, 30, 31, 32]"
25,92,100000,100000,"[28, 29, 30, 31, 32]"
26,246,492,100000,"[28, 29, 30, 31, 32]"
27,276,100000,193,"[38, 41, 43]"
28,101,100000,71,"[33, 34]"
29,149,298,100000,"[33, 35]"
30,255,510,100000,[33]
31,246,100000,172,"[33, 34, 35]"
32,189,100000,100000,[36]
33,91,182,64,[36]
34,247,494,173,"[36, 37, 38]"
35,240,480,100000,"[36, 37, 38]"
36,135,270,100000,"[39, 40, 41, 42, 43]"
37,80,100000,56,"[39, 40, 41]"
38,354,708,100000,"[42, 47]"
39,65,130,100000,"[44, 45, 46]"
40,103,206,100000,"[44, 46]"
41,312,100000,100000,"[44, 45]"
42,108,100000,76,"[46, 53]"
43,221,442,155,[49]
44,199,100000,100000,[47]
45,190,100000,100000,"[51, 52]"
46,74,148,52,"[71, 86]"
47,25,100000,18,"[48, 49, 50, 51, 52]"
48,110,220,100000,"[53, 56, 57]"
49,59,118,100000,"[53, 54, 55, 56, 57]"
50,91,100000,100000,"[53, 54]"
51,107,214,75,"[53, 54, 55, 56]"
52,247,100000,173,"[57, 69, 70, 78]"
53,44,100000,31,"[58, 59, 60]"
54,528,100000,100000,"[58, 59, 60]"
55,341,100000,100000,"[58, 59, 60]"
56,441,100000,100000,"[58, 59, 60]"
57,172,100000,120,"[73, 81]"
58,83,100000,100000,[61]
59,88,176,62,[61]
60,482,964,337,[61]
61,150,100000,105,"[62, 63, 64, 65]"
62,121,242,85,[]
63,105,100000,100000,"[67, 68, 69]"
64,49,100000,34,"[70, 82, 84]"
65,473,100000,100000,"[66, 67, 68, 69, 70]"
66,580,100000,100000,[71]
67,361,100000,100000,"[72, 73, 74]"
68,336,672,100000,"[83, 87, 89]"
69,219,438,100000,[77]
70,226,100000,100000,"[71, 98]"
71,156,100000,100000,"[90, 91]"
72,241,100000,169,"[77, 81]"
73,233,100000,100000,"[76, 77]"
74,50,100,35,"[75, 78]"
75,137,100000,100000,"[79, 80, 81]"
76,483,966,338,"[79, 80, 82]"
77,63,100000,44,"[80, 82]"
78,123,100000,100000,"[79, 80]"
79,563,100000,100000,"[83, 84, 85]"
80,48,96,100000,"[83, 84]"
81,240,100000,100000,"[83, 90]"
82,241,100000,169,[85]
83,246,100000,100000,[91]
84,375,750,100000,[87]
85,327,100000,229,"[86, 87]"
86,27,54,100000,[89]
87,101,100000,100000,[88]
88,511,100000,358,"[90, 91, 92, 93]"
89,407,814,100000,"[91, 92]"
90,139,100000,100000,[]
91,24,100000,100000,[]
92,360,720,100000,"[94, 95, 96]"
93,434,868,100000,[94]
94,336,672,235,"[97, 99, 100]"
95,344,688,241,"[97, 98]"
96,55,110,100000,[]
97,302,100000,211,[]
98,93,100000,65,[]
99,203,100000,100000,[]
100,133,266,100000,[]
