task,th,tr,tc,successor
1,131,262,100000,[12]
2,458,916,321,"[10, 17, 71, 76, 78]"
3,38,100000,100000,"[11, 94]"
4,232,464,100000,"[13, 16, 18]"
5,184,100000,129,[]
6,214,100000,150,[72]
7,236,100000,100000,[]
8,331,100000,100000,"[15, 16, 67]"
9,302,100000,100000,[14]
10,214,428,100000,[19]
11,128,256,90,[21]
12,351,100000,246,[20]
13,64,100000,45,[25]
14,147,100000,100000,"[22, 24, 26, 27, 86]"
15,111,222,100000,"[23, 50, 63, 78]"
16,22,44,100000,"[40, 64, 78]"
17,249,100000,174,"[28, 40]"
18,257,514,180,[29]
19,528,1056,100000,[30]
20,53,100000,100000,[31]
21,571,1142,100000,[33]
22,201,100000,100000,[32]
23,29,100000,100000,[35]
24,60,100000,100000,[36]
25,349,100000,100000,[39]
26,177,100000,100000,[38]
27,490,980,100000,"[34, 37]"
28,159,318,100000,[93]
29,35,70,100000,"[39, 40]"
30,39,100000,27,[45]
31,185,100000,100000,[46]
32,242,100000,100000,[41]
33,280,100000,196,[42]
34,554,1108,100000,[43]
35,285,570,100000,[46]
36,402,100000,100000,[47]
37,63,100000,100000,[44]
38,236,472,100000,[46]
39,37,100000,100000,"[48, 49]"
40,172,100000,120,[50]
41,159,318,100000,[51]
42,374,100000,262,[52]
43,256,100000,179,[56]
44,172,100000,120,[53]
45,227,454,100000,[55]
46,146,100000,102,[70]
47,266,532,100000,"[58, 59]"
48,92,100000,64,"[54, 57]"
49,67,134,100000,"[65, 77]"
50,76,152,53,[]
51,289,100000,202,[60]
52,421,100000,295,[63]
53,314,100000,100000,[61]
54,42,84,100000,[62]
55,157,100000,100000,[63]
56,246,100000,172,"[64, 67]"
57,408,100000,286,"[66, 69]"
58,493,100000,345,[66]
59,30,60,100000,"[64, 65]"
60,22,44,15,[68]
61,77,100000,54,[69]
62,251,502,176,[70]
63,473,100000,331,"[69, 73]"
64,185,100000,100000,[71]
65,190,100000,133,[87]
66,383,766,100000,"[72, 97]"
67,112,100000,100000,[85]
68,80,160,100000,[74]
69,477,100000,100000,[75]
70,205,100000,100000,[76]
71,544,100000,381,[79]
72,461,100000,323,[78]
73,464,928,100000,"[77, 97]"
74,302,604,211,[80]
75,257,514,100000,[83]
76,80,100000,56,"[81, 82]"
77,54,100000,100000,"[86, 87]"
78,174,348,100000,[]
79,435,100000,100000,"[84, 85]"
80,171,342,100000,[88]
81,537,100000,376,[89]
82,448,896,100000,[90]
83,153,100000,100000,[91]
84,417,834,292,"[93, 97]"
85,361,100000,100000,"[92, 94]"
86,178,100000,125,[]
87,85,100000,100000,[]
88,109,100000,76,[95]
89,220,440,154,[96]
90,52,104,100000,[97]
91,346,100000,242,[98]
92,550,1100,385,[99]
93,266,100000,186,[]
94,74,100000,52,[100]
95,216,100000,100000,[]
96,113,226,100000,[]
97,268,536,100000,[]
98,74,148,100000,[]
99,80,100000,100000,[]
100,502,100000,100000,[]
