task,th,tr,tc,successor
1,72,100000,100000,"[3, 4, 5, 6, 7]"
2,79,100000,100000,"[3, 4, 5, 6, 7]"
3,86,100000,100000,[8]
4,106,212,74,[8]
5,116,232,100000,[8]
6,196,100000,137,[8]
7,201,100000,141,[8]
8,201,100000,141,"[9, 10, 11, 12, 13]"
9,122,244,85,"[14, 15, 16, 17, 18]"
10,134,268,100000,"[14, 15, 16, 17, 18]"
11,206,412,100000,"[14, 15, 16, 17, 18]"
12,143,100000,100000,"[14, 15, 16, 17, 18]"
13,63,100000,44,"[14, 15, 16, 17, 18]"
14,68,136,100000,"[19, 20, 21]"
15,49,98,100000,"[19, 20, 21]"
16,310,100000,217,"[19, 20, 21]"
17,209,418,146,"[19, 20, 21]"
18,111,100000,100000,"[19, 20, 21]"
19,132,100000,100000,"[22, 23, 24, 25]"
20,71,100000,50,"[22, 23, 24, 25]"
21,43,86,30,"[22, 23, 25]"
22,344,688,241,"[26, 27, 28]"
23,95,190,100000,[100]
24,222,100000,155,[39]
25,124,248,100000,"[36, 40]"
26,80,160,100000,"[29, 30, 31]"
27,93,186,65,"[29, 30, 31]"
28,194,388,100000,"[29, 30, 31]"
29,103,100000,100000,"[32, 33, 34, 35]"
30,102,100000,71,"[32, 33, 34, 35]"
31,207,100000,100000,"[32, 33, 34, 35]"
32,131,100000,92,"[36, 37, 38, 39, 40]"
33,139,100000,97,"[36, 37, 38, 39, 40]"
34,23,100000,16,"[36, 37, 38, 39, 40]"
35,129,100000,100000,"[36, 37, 38, 40]"
36,225,100000,100000,"[41, 42, 43]"
37,92,100000,64,"[41, 45]"
38,256,100000,179,"[42, 43]"
39,100,100000,100000,"[41, 42, 43]"
40,176,100000,100000,"[41, 42, 43]"
41,278,556,100000,"[46, 47]"
42,70,140,100000,"[44, 45, 46, 47]"
43,248,100000,100000,"[44, 45, 46, 47]"
44,122,100000,100000,"[48, 49]"
45,169,100000,100000,"[48, 49]"
46,29,100000,20,"[48, 49]"
47,95,190,100000,"[48, 49]"
48,244,100000,100000,"[50, 51, 52]"
49,98,100000,100000,"[50, 51, 52]"
50,167,334,100000,"[53, 54, 55, 56]"
51,264,100000,185,"[53, 54, 55, 56]"
52,262,524,100000,"[53, 54]"
53,148,100000,100000,[66]
54,54,108,38,"[57, 58, 59, 60]"
55,58,100000,100000,"[57, 59]"
56,173,346,121,"[62, 68, 78]"
57,68,100000,100000,[63]
58,87,100000,100000,[64]
59,186,100000,100000,[61]
60,190,100000,133,"[62, 63, 68]"
61,50,100000,100000,"[65, 67, 68]"
62,197,394,138,"[71, 81]"
63,103,100000,72,"[65, 67]"
64,108,216,100000,"[65, 66, 68]"
65,180,360,126,"[69, 71]"
66,105,100000,100000,"[70, 75]"
67,95,190,100000,"[69, 70, 71]"
68,71,100000,100000,"[80, 81]"
69,267,100000,100000,"[72, 76]"
70,345,690,241,"[72, 74]"
71,47,100000,100000,"[73, 75]"
72,109,218,100000,"[77, 78]"
73,131,262,92,[85]
74,120,100000,100000,[83]
75,62,100000,100000,[76]
76,74,100000,100000,"[79, 80]"
77,175,350,100000,"[81, 83]"
78,105,100000,100000,"[81, 93]"
79,167,100000,100000,"[83, 85]"
80,177,100000,100000,"[84, 86]"
81,275,550,192,"[82, 84]"
82,101,202,100000,[87]
83,277,100000,194,[95]
84,37,74,100000,"[94, 95]"
85,96,100000,100000,"[86, 88]"
86,158,100000,100000,[89]
87,93,186,65,"[91, 92]"
88,59,118,41,[90]
89,23,100000,16,"[93, 94]"
90,173,346,100000,[95]
91,187,100000,131,[94]
92,128,256,90,[]
93,131,100000,92,[96]
94,230,460,161,"[96, 98]"
95,42,100000,100000,"[97, 99]"
96,23,100000,100000,[100]
97,77,154,100000,[]
98,94,100000,66,[100]
99,238,476,100000,[100]
100,69,100000,48,[]
