task,th,tr,tc,successor
1,365,730,100000,[18]
2,107,100000,75,"[4, 5, 6]"
3,250,500,100000,"[4, 5, 6]"
4,85,170,100000,"[7, 8, 9, 10, 11]"
5,166,100000,100000,"[7, 8, 9, 10, 11]"
6,311,100000,100000,"[7, 8, 9, 10, 11]"
7,122,244,100000,"[12, 13, 14, 15]"
8,332,664,100000,"[12, 13, 14, 15]"
9,324,100000,100000,"[12, 13, 14, 15]"
10,594,100000,100000,"[12, 13, 14, 15]"
11,170,100000,119,"[12, 13, 14, 15]"
12,34,100000,24,"[16, 17, 18, 19, 20]"
13,288,576,202,"[16, 17, 18, 19, 20]"
14,361,722,100000,"[16, 17, 18, 19, 20]"
15,287,574,201,"[16, 17, 18, 19, 20]"
16,292,584,204,"[21, 22, 23]"
17,91,182,100000,"[21, 22, 23]"
18,193,386,100000,[21]
19,465,100000,326,[23]
20,64,128,45,"[21, 23]"
21,32,100000,100000,"[24, 25, 26, 27]"
22,34,68,24,"[24, 25, 26, 27]"
23,165,330,115,"[24, 25, 26, 27]"
24,101,100000,100000,"[28, 29, 32]"
25,471,100000,100000,"[28, 31]"
26,246,100000,100000,"[30, 34]"
27,335,100000,234,"[28, 29, 30, 31, 32, 33, 34]"
28,46,92,32,"[36, 41]"
29,209,418,100000,"[35, 36, 37, 38]"
30,229,100000,160,"[35, 36, 38]"
31,304,608,213,"[35, 37]"
32,69,138,48,[54]
33,23,100000,100000,"[45, 47]"
34,202,100000,100000,"[35, 36, 37, 38]"
35,214,428,150,"[39, 40, 41]"
36,133,100000,100000,[39]
37,181,100000,100000,"[39, 40, 41]"
38,166,332,100000,[39]
39,182,100000,100000,[42]
40,131,100000,100000,"[45, 47]"
41,111,222,100000,[42]
42,483,100000,338,"[43, 44, 45]"
43,493,100000,100000,[47]
44,242,100000,100000,"[46, 48]"
45,377,100000,100000,"[46, 48]"
46,197,100000,100000,"[49, 50, 51, 52]"
47,329,658,230,"[49, 50, 51, 52]"
48,126,100000,88,"[59, 63]"
49,133,266,100000,[54]
50,211,422,100000,"[53, 54, 55]"
51,136,272,100000,"[54, 55]"
52,127,100000,89,"[53, 54, 55]"
53,208,100000,100000,"[56, 62]"
54,381,100000,267,"[56, 57, 58]"
55,37,74,100000,"[56, 57, 58]"
56,228,100000,160,"[59, 60, 61, 63]"
57,399,100000,100000,"[59, 61, 62]"
58,374,100000,262,"[61, 64, 84]"
59,194,100000,100000,"[64, 65, 66]"
60,199,100000,100000,[87]
61,143,100000,100,"[67, 76]"
62,193,100000,100000,"[63, 65, 72]"
63,92,184,64,"[67, 68, 73]"
64,238,100000,167,"[93, 96]"
65,119,100000,100000,[68]
66,90,180,63,"[67, 68, 69]"
67,348,100000,100000,"[75, 91, 98]"
68,340,100000,100000,"[70, 71, 77]"
69,279,100000,195,"[70, 72, 73]"
70,503,100000,352,[74]
71,196,392,100000,"[75, 76, 80]"
72,23,100000,100000,"[79, 91]"
73,86,172,100000,"[76, 77, 80]"
74,175,100000,122,"[78, 79, 80]"
75,105,210,100000,[]
76,532,100000,100000,[78]
77,545,100000,100000,"[78, 79]"
78,115,230,100000,[83]
79,491,982,344,"[81, 82, 84]"
80,513,100000,359,"[82, 84, 86]"
81,35,70,100000,[85]
82,114,100000,100000,"[88, 93, 94]"
83,491,982,100000,"[85, 86, 87]"
84,441,100000,309,"[92, 93]"
85,32,64,22,[96]
86,27,100000,100000,[89]
87,461,922,100000,"[88, 92, 94]"
88,433,100000,100000,[90]
89,66,100000,100000,"[90, 91, 92, 93]"
90,244,100000,171,[95]
91,453,100000,317,[94]
92,163,326,100000,[]
93,166,332,100000,[]
94,217,100000,152,[97]
95,493,100000,100000,[96]
96,487,100000,100000,"[98, 99]"
97,64,100000,45,[100]
98,154,308,100000,[]
99,27,100000,19,[]
100,53,100000,37,[]
