task,th,tr,tc,successor
1,97,100000,100000,[8]
2,100,100000,70,"[6, 9]"
3,82,100000,100000,"[7, 9]"
4,49,98,100000,[9]
5,211,100000,100000,[9]
6,177,100000,124,[10]
7,336,100000,235,[12]
8,236,472,100000,[11]
9,33,100000,100000,"[13, 14]"
10,70,100000,49,[17]
11,330,660,231,[15]
12,76,100000,100000,[16]
13,204,408,100000,[17]
14,76,100000,100000,[17]
15,88,100000,100000,[18]
16,154,308,100000,[19]
17,180,100000,100000,"[20, 21, 22]"
18,76,100000,53,[23]
19,124,248,87,[24]
20,117,234,100000,"[25, 26, 27, 28, 29, 30, 31]"
21,344,688,241,"[25, 26, 27, 28, 29, 30, 31]"
22,254,100000,100000,"[25, 26, 27, 28, 30, 31]"
23,194,100000,136,[34]
24,102,100000,100000,[36]
25,36,72,100000,"[32, 37]"
26,198,100000,139,"[33, 37, 38]"
27,129,258,90,"[35, 37, 38]"
28,54,108,100000,[37]
29,50,100000,100000,"[88, 90, 91, 93, 94]"
30,196,392,100000,"[37, 38]"
31,287,574,201,"[37, 38]"
32,122,100000,85,[39]
33,78,156,100000,[41]
34,143,286,100000,[40]
35,146,100000,100000,[43]
36,123,100000,86,[44]
37,127,254,100000,"[42, 44, 45]"
38,119,238,100000,"[44, 45]"
39,165,330,100000,[46]
40,26,100000,18,[47]
41,172,100000,100000,[50]
42,277,100000,194,[48]
43,116,100000,81,[51]
44,115,100000,100000,"[49, 50, 51]"
45,129,258,100000,"[50, 51]"
46,74,148,52,[52]
47,149,298,100000,[54]
48,122,244,100000,[55]
49,182,100000,100000,[53]
50,44,88,100000,"[54, 55, 56, 57]"
51,98,100000,69,"[54, 55, 57]"
52,65,100000,46,[58]
53,86,100000,100000,[59]
54,40,100000,100000,"[61, 63, 74]"
55,194,100000,136,"[60, 61, 62, 63]"
56,134,268,100000,"[60, 63, 68]"
57,206,100000,144,"[60, 93, 95]"
58,97,100000,68,[67]
59,26,100000,18,[68]
60,156,312,109,"[64, 69, 94, 96]"
61,188,100000,132,"[65, 66, 76, 77]"
62,84,168,59,"[66, 67, 68]"
63,107,100000,100000,"[66, 67]"
64,66,100000,100000,[70]
65,161,322,100000,[73]
66,87,100000,61,"[71, 72, 75]"
67,67,100000,100000,[77]
68,102,100000,100000,"[74, 76, 77]"
69,151,100000,100000,[98]
70,158,100000,111,[78]
71,132,264,92,[79]
72,97,100000,100000,[80]
73,348,696,100000,[82]
74,123,100000,86,"[81, 83, 95]"
75,46,92,100000,[84]
76,38,76,27,"[90, 93, 94]"
77,194,388,100000,[94]
78,111,222,100000,[88]
79,221,442,155,[85]
80,304,608,213,[88]
81,45,100000,31,[86]
82,209,100000,100000,[89]
83,110,100000,100000,[87]
84,134,268,100000,"[90, 91]"
85,93,100000,100000,[93]
86,81,162,100000,[94]
87,108,100000,100000,[92]
88,262,100000,100000,[]
89,233,100000,100000,[]
90,133,100000,100000,"[95, 96]"
91,368,100000,100000,[]
92,236,100000,165,[97]
93,60,100000,100000,[]
94,33,66,100000,[100]
95,218,436,100000,"[98, 100]"
96,33,100000,23,"[98, 99]"
97,48,96,34,[]
98,101,100000,71,[]
99,194,100000,100000,[]
100,349,100000,244,[]
