task,th,tr,tc,successor
1,170,100000,100000,"[6, 36]"
2,57,100000,100000,"[8, 35, 43]"
3,106,100000,100000,"[6, 9, 36]"
4,154,100000,108,"[11, 35, 38, 39, 53]"
5,156,100000,109,"[7, 10]"
6,91,100000,100000,"[13, 14]"
7,367,100000,100000,[18]
8,116,100000,100000,"[12, 16]"
9,178,100000,100000,[15]
10,215,100000,100000,"[16, 17]"
11,52,100000,100000,"[12, 52, 71]"
12,153,100000,100000,"[86, 87]"
13,233,100000,100000,"[20, 23, 26]"
14,187,374,131,"[29, 55]"
15,89,178,62,"[38, 57, 87]"
16,70,140,100000,"[19, 20, 25, 27]"
17,102,100000,100000,"[21, 23, 24]"
18,176,100000,123,"[19, 22, 27, 41, 43]"
19,208,100000,146,"[28, 29, 36]"
20,75,150,100000,"[29, 44, 64, 79]"
21,206,100000,100000,"[31, 33, 35]"
22,60,100000,100000,"[72, 77]"
23,352,100000,246,"[32, 38, 39, 40, 41, 43]"
24,71,100000,50,[72]
25,116,100000,100000,"[28, 34, 41]"
26,119,238,83,[32]
27,40,80,28,"[28, 30, 42]"
28,128,100000,100000,[37]
29,115,230,100000,"[87, 93]"
30,175,100000,122,"[38, 46, 48]"
31,159,318,111,"[37, 40]"
32,273,546,191,"[37, 42, 47]"
33,93,100000,65,"[37, 38, 43, 60]"
34,128,100000,100000,"[37, 38, 39]"
35,77,154,100000,"[41, 76, 97]"
36,198,100000,100000,"[39, 40]"
37,183,100000,100000,"[48, 56, 62]"
38,38,100000,27,[91]
39,181,100000,127,"[45, 58]"
40,105,100000,100000,"[44, 46, 47, 48]"
41,310,100000,100000,"[65, 77]"
42,147,100000,100000,"[44, 62, 70, 73]"
43,99,100000,69,[45]
44,96,100000,100000,"[90, 99]"
45,51,102,36,"[51, 52, 54]"
46,36,100000,100000,"[49, 50, 51, 61]"
47,112,100000,78,"[49, 53, 56]"
48,61,100000,100000,[50]
49,291,100000,204,[58]
50,136,272,100000,"[55, 68]"
51,48,100000,100000,"[55, 56]"
52,247,494,173,"[87, 93]"
53,96,100000,100000,[57]
54,173,100000,121,"[55, 56, 57]"
55,210,420,100000,[63]
56,120,100000,84,"[59, 64, 65]"
57,172,100000,100000,"[61, 74, 76, 77]"
58,195,390,100000,"[60, 62, 63]"
59,96,192,67,[87]
60,235,100000,100000,"[64, 68, 74]"
61,118,100000,100000,[83]
62,98,196,69,[83]
63,156,100000,109,"[64, 65, 66, 67]"
64,103,100000,100000,"[69, 70]"
65,42,84,100000,"[70, 71, 75]"
66,165,330,100000,[79]
67,106,212,74,[72]
68,225,450,100000,[84]
69,263,100000,184,"[73, 75, 76, 77]"
70,202,100000,141,[89]
71,55,110,100000,[74]
72,99,100000,69,[73]
73,132,100000,92,"[78, 99]"
74,192,100000,134,"[79, 82]"
75,306,100000,214,[91]
76,172,344,100000,"[81, 82, 89, 90]"
77,203,406,100000,[80]
78,246,492,172,[87]
79,81,162,57,"[83, 84, 86]"
80,124,248,100000,[]
81,122,244,85,[]
82,78,156,55,"[85, 88, 96]"
83,94,100000,100000,[]
84,33,66,100000,[89]
85,85,170,100000,[91]
86,68,100000,100000,"[93, 95]"
87,279,558,100000,"[90, 92]"
88,85,100000,59,[]
89,224,100000,100000,"[98, 100]"
90,103,206,100000,"[94, 95, 100]"
91,166,332,100000,[99]
92,141,282,100000,"[96, 97]"
93,131,262,92,[96]
94,227,100000,100000,[]
95,89,100000,62,[]
96,158,316,100000,[]
97,136,272,100000,[]
98,115,230,100000,[]
99,212,424,100000,[]
100,134,100000,100000,[]
