task,th,tr,tc,successor
1,124,100000,100000,[19]
2,82,164,100000,[19]
3,155,100000,108,[36]
4,112,100000,100000,[36]
5,83,166,100000,[13]
6,140,100000,100000,"[9, 10, 11, 14, 15, 16, 17]"
7,299,598,100000,"[8, 12, 18]"
8,186,372,130,[19]
9,146,292,100000,[19]
10,175,100000,100000,[19]
11,285,570,200,[19]
12,254,508,178,[36]
13,224,448,157,[23]
14,168,100000,118,"[28, 29]"
15,86,100000,100000,"[21, 24, 27]"
16,177,100000,124,[]
17,63,100000,44,"[20, 22, 25]"
18,87,100000,100000,[26]
19,100,100000,70,"[30, 31, 32, 33, 34, 35]"
20,100,200,70,[36]
21,22,44,100000,[36]
22,29,100000,100000,[36]
23,63,100000,100000,[]
24,70,100000,49,[]
25,204,408,100000,[]
26,206,412,100000,[37]
27,124,100000,100000,[81]
28,112,100000,100000,[]
29,181,362,100000,[38]
30,182,100000,100000,[43]
31,162,100000,113,[56]
32,196,392,100000,[]
33,76,100000,100000,[]
34,70,100000,100000,[]
35,119,100000,83,[]
36,84,100000,100000,"[39, 40, 41, 42, 44, 46]"
37,77,100000,100000,[85]
38,238,476,100000,"[45, 47]"
39,185,370,130,[48]
40,86,172,60,"[51, 52]"
41,83,100000,58,[]
42,54,108,38,[]
43,162,324,113,[58]
44,135,100000,94,[80]
45,31,100000,100000,[]
46,86,172,100000,[50]
47,125,250,100000,[49]
48,114,100000,100000,[53]
49,273,100000,191,"[54, 56, 57, 59]"
50,122,244,100000,[55]
51,73,100000,100000,[58]
52,70,140,100000,[]
53,135,270,94,[63]
54,120,100000,84,[60]
55,114,100000,100000,[62]
56,265,100000,186,"[61, 65, 66, 67]"
57,139,278,100000,[64]
58,224,448,100000,[]
59,265,100000,186,[98]
60,187,100000,100000,[69]
61,67,134,100000,[70]
62,155,100000,100000,[68]
63,71,100000,100000,"[71, 73]"
64,231,100000,162,"[74, 75]"
65,118,100000,100000,[72]
66,273,100000,100000,[]
67,112,100000,100000,[76]
68,120,100000,100000,[77]
69,227,454,159,[78]
70,26,100000,100000,[82]
71,136,100000,100000,[79]
72,137,100000,96,[85]
73,66,100000,46,"[81, 83]"
74,143,100000,100,[84]
75,71,100000,100000,[80]
76,81,100000,57,[]
77,225,100000,158,[89]
78,127,100000,100000,[88]
79,143,100000,100,[90]
80,162,100000,100000,[86]
81,103,100000,72,"[87, 94]"
82,210,420,100000,[]
83,156,312,100000,"[92, 93]"
84,95,190,100000,[]
85,46,100000,100000,[91]
86,128,100000,90,[95]
87,90,180,63,[96]
88,256,100000,100000,[97]
89,286,100000,200,[]
90,134,268,100000,[]
91,45,90,31,"[98, 99]"
92,194,100000,100000,[]
93,200,400,140,[]
94,297,594,100000,[100]
95,88,176,62,[]
96,50,100,100000,[]
97,191,382,100000,[]
98,31,62,22,[]
99,69,100000,100000,[]
100,129,100000,100000,[]
