task,th,tr,tc,successor
1,651,1302,456,[73]
2,443,886,100000,[23]
3,545,1090,382,[23]
4,633,1266,443,[23]
5,645,100000,100000,"[6, 7, 8, 9, 10]"
6,308,100000,100000,[47]
7,327,100000,229,[47]
8,497,100000,100000,"[11, 15, 18, 25, 27, 35]"
9,635,1270,444,"[12, 13, 14, 16]"
10,320,100000,100000,[17]
11,405,100000,284,[88]
12,562,100000,100000,[47]
13,393,100000,100000,[70]
14,448,100000,100000,"[23, 37, 39]"
15,393,786,100000,[19]
16,465,930,326,"[18, 20, 21, 22]"
17,773,1546,100000,[22]
18,343,100000,240,[23]
19,464,928,100000,[23]
20,539,1078,100000,[88]
21,579,1158,100000,[47]
22,421,100000,295,"[24, 25, 26, 27, 28, 44]"
23,528,100000,100000,"[29, 30, 31, 32, 33, 34, 36]"
24,336,672,100000,[88]
25,604,100000,423,[47]
26,556,1112,389,[70]
27,315,100000,100000,"[34, 40, 41, 49, 51]"
28,421,100000,100000,"[35, 43, 48]"
29,433,100000,303,[88]
30,413,100000,100000,[47]
31,453,100000,100000,[47]
32,442,100000,100000,[47]
33,615,1230,100000,"[38, 40, 42, 43, 44]"
34,348,696,100000,[47]
35,685,100000,100000,"[37, 38, 39, 40, 41]"
36,505,100000,354,[41]
37,425,100000,100000,[73]
38,516,1032,100000,[88]
39,514,100000,100000,[47]
40,473,100000,100000,[47]
41,400,100000,100000,[47]
42,368,736,100000,"[45, 48, 49, 64, 67]"
43,463,926,100000,"[45, 46, 47]"
44,455,100000,100000,[69]
45,609,100000,426,[73]
46,284,568,100000,[88]
47,548,100000,100000,"[50, 52, 53, 54, 55, 56, 57, 58, 59, 60]"
48,456,912,100000,"[51, 65, 66, 68, 69]"
49,307,614,100000,[66]
50,585,1170,100000,[73]
51,520,1040,100000,[88]
52,496,100000,347,[88]
53,383,766,100000,"[64, 65, 69]"
54,596,100000,100000,"[61, 63]"
55,401,802,100000,"[67, 71]"
56,565,1130,396,"[61, 67]"
57,523,100000,100000,"[61, 66, 67]"
58,577,1154,100000,"[64, 67, 78]"
59,426,100000,100000,"[61, 67]"
60,540,1080,378,[62]
61,402,804,100000,[70]
62,364,728,100000,"[65, 66, 68]"
63,382,100000,267,[67]
64,332,664,232,[66]
65,381,100000,100000,[70]
66,306,100000,100000,"[71, 72]"
67,508,100000,100000,"[68, 69, 79]"
68,560,100000,392,[73]
69,415,830,100000,[88]
70,600,100000,420,"[73, 74, 75, 76, 77, 78, 79]"
71,579,100000,405,"[79, 99]"
72,585,100000,410,[99]
73,746,100000,522,"[80, 81, 82, 83, 84, 85, 86, 87]"
74,502,1004,351,[87]
75,367,100000,257,[100]
76,479,100000,335,[100]
77,411,100000,100000,"[87, 100]"
78,369,100000,258,[87]
79,370,100000,100000,[]
80,631,100000,100000,[88]
81,572,1144,400,[]
82,479,100000,335,[]
83,661,100000,463,[]
84,622,100000,435,"[99, 100]"
85,610,1220,100000,[100]
86,577,100000,100000,[]
87,269,100000,100000,"[89, 90]"
88,192,384,134,"[91, 92, 93, 94, 95, 96, 97, 98]"
89,407,100000,100000,[99]
90,359,100000,251,[]
91,638,100000,447,[]
92,531,1062,372,[]
93,554,100000,388,[]
94,443,886,100000,[100]
95,454,908,318,[]
96,518,100000,363,"[99, 100]"
97,709,100000,496,[]
98,539,100000,100000,[]
99,264,100000,100000,[]
100,566,1132,100000,[]
