task,th,tr,tc,successor
1,469,100000,328,[7]
2,517,100000,100000,[8]
3,703,100000,100000,[11]
4,678,100000,100000,[9]
5,564,100000,395,"[9, 10, 11]"
6,579,100000,100000,"[9, 10]"
7,601,1202,100000,[12]
8,845,100000,592,[13]
9,507,1014,100000,"[13, 14, 15, 16]"
10,413,826,289,"[16, 21, 26, 37]"
11,620,1240,100000,[17]
12,637,100000,100000,[18]
13,205,100000,100000,"[19, 29]"
14,600,100000,100000,[25]
15,425,100000,100000,"[20, 21]"
16,436,100000,305,[44]
17,611,100000,428,"[20, 21, 22]"
18,454,100000,318,[23]
19,502,100000,100000,[24]
20,844,100000,591,"[25, 26, 29, 30]"
21,631,100000,100000,"[27, 31]"
22,449,100000,314,[28]
23,538,100000,100000,[33]
24,513,100000,359,[34]
25,388,100000,272,"[32, 37, 44, 54]"
26,513,100000,100000,[35]
27,358,100000,100000,"[38, 54]"
28,675,100000,100000,"[35, 38]"
29,384,768,100000,"[35, 36, 37]"
30,497,100000,348,"[59, 60]"
31,749,1498,524,[44]
32,493,986,100000,[40]
33,383,766,100000,[39]
34,511,100000,358,[43]
35,533,1066,373,"[41, 42, 44]"
36,492,100000,344,[44]
37,404,100000,283,"[45, 51]"
38,291,582,204,"[44, 45]"
39,570,100000,100000,[46]
40,680,100000,476,[50]
41,563,100000,100000,[47]
42,514,100000,360,[48]
43,647,1294,100000,[49]
44,600,1200,420,"[50, 51]"
45,555,100000,388,"[56, 59]"
46,666,1332,100000,[53]
47,576,1152,403,[54]
48,693,1386,100000,[54]
49,388,100000,272,[54]
50,431,100000,302,"[52, 55]"
51,410,100000,100000,"[56, 59]"
52,455,910,318,[57]
53,433,866,303,[58]
54,394,788,100000,[59]
55,680,1360,100000,[59]
56,420,100000,100000,"[60, 61]"
57,575,1150,402,[67]
58,570,1140,100000,[62]
59,565,100000,100000,"[63, 66, 67]"
60,483,100000,100000,[64]
61,466,932,100000,"[65, 68]"
62,592,1184,100000,[70]
63,554,100000,100000,[71]
64,526,100000,368,[72]
65,412,824,288,[73]
66,524,1048,367,[74]
67,567,100000,100000,"[69, 75]"
68,592,100000,414,"[78, 82, 85]"
69,644,1288,451,[76]
70,234,100000,164,[78]
71,485,970,100000,[78]
72,447,894,100000,[77]
73,390,780,273,[79]
74,456,100000,319,[80]
75,684,1368,100000,"[78, 79, 81, 82]"
76,416,832,100000,[83]
77,581,1162,100000,[84]
78,299,100000,100000,[84]
79,449,898,314,[85]
80,436,872,100000,[99]
81,261,100000,100000,"[92, 94]"
82,452,904,100000,[93]
83,640,1280,100000,[86]
84,677,100000,100000,"[87, 88, 89]"
85,708,100000,100000,"[88, 89]"
86,398,100000,279,[92]
87,208,416,100000,[91]
88,435,870,100000,"[90, 92, 96]"
89,426,100000,298,"[93, 94]"
90,621,100000,100000,[95]
91,566,1132,100000,[96]
92,575,100000,100000,"[97, 99]"
93,424,100000,100000,"[98, 99, 100]"
94,391,782,100000,[]
95,541,100000,100000,[]
96,448,100000,100000,[]
97,595,100000,100000,[]
98,320,100000,224,[]
99,641,100000,100000,[]
100,525,100000,100000,[]
