task,th,tr,tc,successor
1,203,100000,142,[14]
2,251,100000,176,"[12, 33]"
3,111,100000,78,[9]
4,142,100000,99,"[11, 12]"
5,176,100000,123,[13]
6,183,366,100000,[]
7,25,100000,100000,[35]
8,123,100000,100000,"[10, 39]"
9,108,100000,76,"[16, 18, 23, 24]"
10,127,254,100000,"[15, 22, 76]"
11,53,100000,37,[]
12,145,100000,100000,"[19, 20]"
13,284,100000,100000,"[17, 20]"
14,109,100000,100000,"[17, 21, 85]"
15,232,464,100000,[]
16,68,136,100000,[32]
17,239,100000,167,[42]
18,119,238,83,[31]
19,238,100000,167,"[25, 30, 69]"
20,171,342,100000,"[32, 66]"
21,49,100000,100000,"[26, 28, 71]"
22,47,94,33,"[27, 29, 34, 84]"
23,90,180,100000,"[25, 33, 61, 90]"
24,132,264,100000,"[29, 34, 57]"
25,52,104,36,[]
26,50,100000,100000,[]
27,32,100000,100000,[58]
28,61,100000,100000,[]
29,227,100000,100000,"[37, 38]"
30,259,100000,181,[]
31,55,100000,100000,"[36, 39, 40, 41]"
32,441,100000,100000,[35]
33,93,186,100000,[]
34,196,392,100000,"[49, 86]"
35,287,574,201,"[42, 49, 50, 57, 76, 99]"
36,288,100000,202,[44]
37,208,100000,100000,[]
38,220,100000,100000,"[45, 52, 69]"
39,149,298,100000,[48]
40,167,334,100000,[]
41,322,100000,100000,"[43, 46, 47]"
42,62,100000,100000,[]
43,105,210,74,"[54, 56]"
44,198,100000,100000,[]
45,94,100000,100000,[]
46,102,204,100000,"[52, 55]"
47,134,100000,100000,[]
48,89,100000,100000,[53]
49,115,100000,100000,[]
50,44,100000,31,"[51, 93]"
51,281,100000,197,[61]
52,149,298,100000,"[60, 62, 63, 65]"
53,112,100000,100000,"[57, 58, 59, 66]"
54,128,100000,100000,[]
55,119,238,83,"[64, 79]"
56,237,100000,166,[]
57,194,100000,100000,[67]
58,92,184,100000,[69]
59,196,100000,137,[72]
60,165,330,115,"[73, 74]"
61,52,100000,36,[]
62,224,448,157,[]
63,26,100000,100000,[71]
64,227,100000,159,"[71, 75, 99]"
65,76,152,53,[91]
66,75,100000,100000,"[68, 70, 76]"
67,184,368,129,[82]
68,81,100000,100000,[78]
69,72,100000,100000,[]
70,22,100000,100000,[]
71,69,100000,48,[83]
72,298,100000,100000,[]
73,65,100000,46,[96]
74,79,158,100000,"[79, 90, 93]"
75,186,100000,130,"[80, 81]"
76,95,190,100000,"[77, 95]"
77,27,54,19,[89]
78,136,272,100000,"[88, 91]"
79,135,270,100000,"[85, 87]"
80,89,178,100000,"[84, 90, 92]"
81,140,100000,98,[86]
82,65,100000,46,[92]
83,114,228,100000,[93]
84,192,384,134,[98]
85,142,284,100000,[94]
86,196,100000,100000,[100]
87,191,100000,100000,[99]
88,172,344,120,[95]
89,82,164,100000,[]
90,193,100000,100000,"[96, 97]"
91,119,238,83,[97]
92,153,306,107,[]
93,127,254,89,[]
94,56,100000,100000,[]
95,195,100000,100000,[]
96,95,190,100000,[]
97,130,100000,91,[]
98,32,100000,100000,[]
99,46,92,32,[]
100,89,100000,100000,[]
