task,th,tr,tc,successor
1,96,100000,100000,"[7, 10, 13, 15]"
2,216,432,100000,"[7, 8, 9, 10]"
3,92,100000,64,"[11, 42]"
4,91,100000,100000,"[8, 11]"
5,125,250,100000,"[9, 10, 20]"
6,133,266,93,"[7, 8, 9, 12]"
7,166,100000,100000,"[22, 29, 50, 58, 66]"
8,143,100000,100,"[13, 14, 15]"
9,125,100000,88,"[13, 36]"
10,102,100000,100000,"[12, 14]"
11,115,230,80,"[41, 83]"
12,21,42,100000,"[25, 37, 47]"
13,156,100000,100000,"[16, 18]"
14,164,328,100000,"[17, 18, 19, 28]"
15,225,450,100000,"[16, 17, 20]"
16,169,100000,100000,[21]
17,24,48,100000,"[23, 34, 40]"
18,51,100000,100000,"[21, 23]"
19,224,448,157,"[21, 24, 29, 37]"
20,181,100000,100000,"[22, 25, 35]"
21,118,100000,83,"[27, 30, 32]"
22,100,200,100000,[76]
23,123,246,100000,"[26, 31]"
24,119,100000,100000,"[26, 32]"
25,179,100000,100000,"[27, 28, 29]"
26,136,272,95,"[33, 38, 39]"
27,179,358,125,[33]
28,113,226,100000,[60]
29,182,100000,127,"[34, 36]"
30,124,100000,100000,"[35, 42, 53]"
31,27,54,100000,"[37, 52]"
32,121,100000,100000,"[40, 45, 55]"
33,160,100000,112,"[41, 43, 45, 53]"
34,155,100000,100000,"[42, 48]"
35,83,166,100000,"[43, 61]"
36,105,100000,100000,[]
37,88,100000,100000,"[65, 75]"
38,37,74,26,"[55, 76]"
39,57,100000,40,"[43, 46, 49, 57]"
40,158,100000,111,"[44, 47, 52, 57]"
41,143,100000,100000,[66]
42,156,312,100000,"[51, 54]"
43,77,154,54,"[50, 51]"
44,69,138,48,[51]
45,216,100000,100000,"[65, 67, 91]"
46,153,100000,107,"[52, 53]"
47,97,194,68,"[51, 58]"
48,152,304,100000,[51]
49,122,100000,100000,[89]
50,132,100000,92,[63]
51,87,174,100000,[56]
52,165,330,115,"[58, 85]"
53,274,548,100000,"[55, 69]"
54,23,100000,16,"[57, 69]"
55,122,100000,100000,[61]
56,161,322,100000,"[60, 62, 63]"
57,24,100000,17,"[59, 64]"
58,129,258,100000,[]
59,129,100000,100000,"[65, 88]"
60,100,100000,70,[64]
61,28,56,100000,"[66, 85, 87, 88, 93]"
62,184,100000,100000,"[67, 68, 69, 70, 71, 93]"
63,102,100000,100000,[72]
64,228,456,160,"[73, 76, 78]"
65,79,158,100000,[73]
66,102,100000,100000,[]
67,179,358,100000,[97]
68,246,492,172,"[77, 80, 99]"
69,156,100000,100000,"[74, 82, 85]"
70,153,100000,100000,[74]
71,79,158,100000,[75]
72,147,100000,100000,"[93, 95]"
73,236,472,165,"[81, 85, 93, 100]"
74,203,100000,100000,[]
75,273,100000,100000,[]
76,67,100000,100000,[]
77,185,370,100000,[]
78,118,100000,100000,"[79, 80, 82]"
79,114,228,80,"[83, 84, 85]"
80,201,100000,100000,"[86, 87, 95]"
81,126,100000,100000,[]
82,92,100000,100000,[]
83,202,100000,100000,[88]
84,109,100000,100000,"[90, 93, 100]"
85,24,48,100000,"[90, 92, 94]"
86,276,100000,193,[]
87,153,100000,107,"[89, 91]"
88,76,100000,100000,[]
89,252,100000,176,[96]
90,220,440,154,[98]
91,163,100000,114,"[98, 100]"
92,64,128,45,"[95, 97]"
93,185,100000,130,[99]
94,146,100000,102,[96]
95,222,100000,155,[]
96,130,100000,91,[]
97,244,100000,171,[]
98,61,122,43,[]
99,330,100000,100000,[]
100,164,100000,115,[]
