task,th,tr,tc,successor
1,514,100000,100000,[11]
2,434,868,304,[12]
3,485,970,100000,[14]
4,482,100000,100000,"[10, 18, 31]"
5,471,942,100000,"[13, 18, 69]"
6,341,100000,100000,"[15, 16, 17]"
7,469,100000,100000,[]
8,508,100000,100000,[54]
9,712,100000,100000,[]
10,430,100000,100000,[19]
11,429,100000,300,[24]
12,579,100000,100000,[23]
13,615,1230,100000,[22]
14,528,100000,100000,[23]
15,573,100000,401,"[20, 80]"
16,336,672,235,[21]
17,367,734,257,[25]
18,518,100000,363,[26]
19,378,756,265,[30]
20,521,100000,100000,[28]
21,533,100000,373,[29]
22,608,100000,100000,[31]
23,43,100000,30,"[27, 33, 48]"
24,385,770,100000,[34]
25,360,100000,100000,[32]
26,393,786,275,[39]
27,354,100000,100000,[35]
28,705,1410,100000,[36]
29,625,1250,100000,[37]
30,539,100000,100000,[42]
31,596,100000,417,"[38, 91]"
32,540,1080,100000,"[38, 42]"
33,603,1206,100000,"[40, 59, 71]"
34,552,100000,100000,"[39, 41, 95]"
35,419,838,100000,[43]
36,593,100000,415,[46]
37,551,100000,100000,"[45, 47]"
38,618,100000,100000,"[44, 57]"
39,692,100000,100000,"[49, 87]"
40,722,1444,100000,[]
41,420,840,100000,[]
42,470,940,100000,[48]
43,406,100000,100000,[51]
44,633,100000,443,[50]
45,471,100000,100000,[53]
46,482,100000,337,[57]
47,730,1460,100000,[52]
48,405,810,284,"[54, 55, 58, 59]"
49,259,100000,181,[56]
50,485,970,340,[61]
51,599,1198,100000,[64]
52,514,100000,100000,[65]
53,614,1228,100000,[68]
54,584,100000,409,"[60, 70]"
55,757,100000,100000,[62]
56,384,100000,269,[63]
57,330,100000,100000,"[66, 71]"
58,623,100000,436,[69]
59,237,100000,166,[67]
60,408,816,100000,[73]
61,438,876,307,[74]
62,595,100000,100000,[75]
63,473,946,100000,[76]
64,442,100000,100000,[77]
65,480,960,100000,[72]
66,410,100000,287,[78]
67,278,100000,100000,"[79, 80, 81, 82]"
68,256,100000,179,[]
69,320,100000,100000,[]
70,601,1202,421,[]
71,628,1256,100000,[]
72,556,100000,100000,[83]
73,628,1256,440,[86]
74,290,580,100000,[87]
75,803,100000,100000,[86]
76,510,100000,357,[84]
77,509,100000,100000,[88]
78,666,1332,466,[86]
79,463,100000,324,[85]
80,369,100000,100000,"[89, 91]"
81,400,100000,100000,"[90, 92]"
82,375,750,262,[]
83,327,100000,100000,[95]
84,558,100000,391,[93]
85,600,100000,420,[95]
86,664,1328,100000,[]
87,463,100000,324,[]
88,546,1092,382,[96]
89,289,578,100000,"[94, 97]"
90,482,100000,100000,[]
91,464,928,325,[]
92,516,100000,100000,[]
93,623,1246,100000,[98]
94,502,100000,100000,[99]
95,431,100000,302,[100]
96,581,100000,407,[]
97,554,1108,388,[]
98,336,100000,235,[]
99,374,748,262,[]
100,237,474,100000,[]
