task,th,tr,tc,successor
1,514,100000,360,[60]
2,682,100000,100000,[29]
3,483,100000,338,[14]
4,414,100000,100000,[14]
5,556,100000,389,"[7, 9, 10]"
6,340,680,238,"[7, 8, 11, 12]"
7,419,100000,293,[29]
8,382,100000,267,[29]
9,574,100000,100000,[14]
10,392,100000,274,[14]
11,582,1164,100000,[14]
12,747,1494,523,"[13, 15, 16, 17, 18]"
13,600,100000,100000,[29]
14,466,932,100000,"[20, 21, 22, 23, 24, 25]"
15,513,1026,359,"[19, 26, 28]"
16,405,100000,100000,[75]
17,373,746,100000,"[19, 27]"
18,612,1224,428,[48]
19,587,100000,411,[29]
20,536,1072,375,[29]
21,404,100000,100000,"[28, 31, 59]"
22,514,100000,100000,[31]
23,510,1020,100000,"[49, 58, 61, 73]"
24,426,100000,100000,"[28, 29, 30]"
25,429,100000,100000,[52]
26,607,1214,100000,"[31, 58, 59, 60, 61, 62]"
27,460,100000,100000,"[28, 29, 30]"
28,346,100000,100000,[78]
29,485,970,100000,"[33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]"
30,247,100000,100000,"[32, 52, 55]"
31,342,684,239,[]
32,723,1446,100000,[78]
33,352,100000,246,[60]
34,363,100000,100000,[76]
35,282,100000,100000,"[44, 58]"
36,579,100000,100000,[46]
37,635,1270,100000,[76]
38,530,100000,100000,"[44, 46]"
39,570,100000,100000,"[45, 47]"
40,521,100000,100000,[76]
41,530,100000,371,"[48, 51, 52, 62]"
42,735,100000,514,[57]
43,670,100000,469,"[51, 56]"
44,533,1066,373,[60]
45,493,986,100000,[76]
46,599,100000,419,"[49, 50, 51]"
47,386,100000,100000,"[49, 50]"
48,656,100000,100000,"[49, 55, 73]"
49,571,100000,100000,[60]
50,604,100000,423,"[52, 55, 56]"
51,474,948,100000,"[53, 54, 55, 58, 59]"
52,549,1098,384,[60]
53,627,1254,439,[60]
54,414,100000,290,[60]
55,779,1558,545,[76]
56,634,100000,444,"[57, 58, 59, 61, 62]"
57,558,1116,100000,[78]
58,322,644,100000,[78]
59,517,1034,362,[78]
60,557,100000,390,"[63, 64, 65, 66, 67, 68, 69, 70, 71, 72]"
61,428,100000,300,[76]
62,803,100000,100000,"[73, 99]"
63,780,100000,546,"[77, 95]"
64,612,1224,100000,[78]
65,527,100000,100000,"[75, 77]"
66,395,100000,276,[77]
67,573,1146,100000,[99]
68,465,100000,100000,"[74, 75]"
69,397,100000,100000,[77]
70,706,100000,100000,"[90, 95, 99]"
71,387,774,100000,[74]
72,833,1666,100000,[76]
73,505,1010,354,[]
74,416,100000,291,[78]
75,434,100000,100000,[78]
76,435,870,304,"[79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]"
77,215,100000,100000,"[90, 96]"
78,849,100000,100000,"[91, 92, 93, 94]"
79,411,822,100000,[97]
80,611,100000,100000,[]
81,375,750,262,[]
82,626,1252,100000,[]
83,590,1180,100000,[]
84,511,100000,100000,[95]
85,562,100000,100000,[100]
86,588,1176,412,[96]
87,444,888,100000,[]
88,411,100000,100000,[98]
89,361,100000,100000,[]
90,327,654,100000,[97]
91,600,100000,100000,[]
92,349,698,244,[97]
93,495,990,100000,[96]
94,475,100000,332,"[97, 99]"
95,584,100000,409,[]
96,649,100000,100000,[99]
97,327,654,100000,"[98, 100]"
98,383,100000,268,[]
99,670,1340,469,[100]
100,518,100000,100000,[]
