task,th,tr,tc,successor
1,371,742,260,"[9, 11]"
2,523,1046,100000,"[6, 7, 12]"
3,348,100000,244,"[8, 10]"
4,371,742,100000,"[6, 7, 8, 18]"
5,525,100000,368,"[6, 7, 21, 31]"
6,515,100000,360,"[76, 97]"
7,483,966,100000,"[24, 30]"
8,689,100000,482,"[39, 41, 48]"
9,614,1228,430,"[13, 16]"
10,579,100000,100000,"[13, 17]"
11,539,100000,100000,"[17, 20]"
12,544,100000,100000,"[14, 15]"
13,529,100000,100000,"[18, 19, 22, 23, 24]"
14,547,100000,383,"[43, 52, 59]"
15,488,100000,342,"[18, 19, 20]"
16,655,1310,100000,"[42, 46, 61]"
17,492,984,100000,"[18, 21, 24]"
18,278,100000,100000,[36]
19,519,1038,363,"[25, 26]"
20,432,100000,100000,"[27, 32]"
21,381,762,100000,[38]
22,486,100000,100000,[25]
23,643,100000,100000,[25]
24,624,100000,100000,"[61, 83, 84, 87]"
25,372,744,260,"[28, 30, 33, 41, 44]"
26,355,100000,100000,"[28, 29, 30, 31, 32]"
27,528,1056,370,"[28, 30, 31, 36]"
28,569,1138,100000,[47]
29,489,978,100000,"[33, 56]"
30,318,100000,100000,"[34, 35, 37, 39]"
31,565,1130,100000,"[33, 38]"
32,393,100000,100000,"[33, 34, 35, 36]"
33,664,1328,100000,[]
34,440,880,308,"[40, 42]"
35,566,100000,396,"[40, 52]"
36,292,584,100000,"[40, 41, 44]"
37,593,100000,100000,[55]
38,350,100000,100000,"[40, 43, 52]"
39,415,100000,290,"[43, 45, 52]"
40,355,100000,248,"[46, 47, 49]"
41,559,100000,100000,"[83, 84, 88]"
42,435,100000,304,[65]
43,474,100000,332,[47]
44,631,100000,442,"[46, 48, 54]"
45,722,100000,505,"[46, 49, 50, 60]"
46,485,100000,340,"[58, 93]"
47,391,100000,100000,"[53, 56, 57, 61, 65]"
48,339,678,100000,"[51, 52, 62]"
49,367,100000,100000,"[54, 55]"
50,543,100000,380,"[51, 53, 65, 84]"
51,625,100000,438,[87]
52,351,100000,100000,"[60, 63, 95]"
53,452,100000,100000,[97]
54,566,1132,396,"[61, 66, 89, 90, 96, 97]"
55,554,100000,100000,"[59, 63]"
56,572,1144,400,[62]
57,368,100000,100000,[60]
58,473,100000,331,[95]
59,371,100000,100000,"[64, 65, 66, 68]"
60,443,100000,310,"[67, 68]"
61,298,100000,100000,[]
62,530,100000,100000,"[64, 69, 71, 74]"
63,501,100000,351,"[70, 71]"
64,474,948,100000,"[72, 75]"
65,460,920,100000,[73]
66,524,1048,100000,[]
67,441,882,100000,[97]
68,467,100000,327,[98]
69,616,1232,431,[92]
70,460,920,100000,"[74, 86]"
71,522,1044,365,[80]
72,441,882,100000,"[76, 77, 78, 80]"
73,673,100000,471,[82]
74,640,1280,100000,[99]
75,695,100000,100000,"[79, 82, 85]"
76,475,950,100000,[]
77,550,100000,385,"[82, 83, 85, 86]"
78,542,100000,100000,[81]
79,484,100000,100000,[84]
80,358,100000,100000,[83]
81,438,876,100000,"[89, 90, 94]"
82,400,800,100000,"[93, 98]"
83,396,792,277,[]
84,605,1210,424,[]
85,254,100000,178,"[88, 91, 92]"
86,310,620,100000,[87]
87,553,1106,100000,[100]
88,481,100000,337,[]
89,341,100000,100000,"[98, 99, 100]"
90,407,100000,100000,[95]
91,457,100000,100000,[100]
92,415,830,100000,[]
93,315,100000,100000,[]
94,612,1224,428,"[96, 97]"
95,313,100000,219,[]
96,512,100000,100000,[]
97,407,100000,285,[]
98,401,100000,100000,[]
99,526,1052,100000,[]
100,484,968,339,[]
