task,th,tr,tc,successor
1,800,100000,100000,[14]
2,404,808,283,[13]
3,452,904,100000,[15]
4,320,640,100000,"[41, 57]"
5,713,1426,100000,"[9, 11, 17, 19]"
6,676,100000,100000,"[10, 12, 16, 26, 63]"
7,509,1018,356,"[18, 27, 94]"
8,503,100000,352,[]
9,498,996,349,[66]
10,580,100000,100000,[66]
11,394,100000,276,[66]
12,375,100000,100000,[67]
13,692,100000,484,[22]
14,616,100000,431,[21]
15,441,882,309,[24]
16,584,100000,100000,"[23, 27]"
17,413,826,289,"[28, 29, 62]"
18,587,1174,100000,[]
19,254,100000,178,"[20, 25, 26, 29]"
20,336,672,235,[67]
21,435,100000,100000,[32]
22,625,1250,100000,[34]
23,413,100000,100000,[35]
24,343,100000,240,[33]
25,486,100000,100000,"[30, 36, 39]"
26,639,100000,100000,"[37, 38, 40]"
27,607,100000,100000,[31]
28,309,100000,216,[]
29,685,1370,479,[]
30,661,1322,100000,[66]
31,451,100000,316,[66]
32,453,100000,100000,[41]
33,264,100000,100000,[42]
34,649,1298,454,[45]
35,551,100000,386,[41]
36,689,100000,100000,[43]
37,411,822,100000,[44]
38,467,934,100000,[49]
39,466,932,100000,"[46, 47, 48, 50]"
40,557,100000,390,[65]
41,641,100000,100000,[67]
42,502,100000,100000,[51]
43,451,100000,316,[52]
44,330,100000,100000,[51]
45,563,100000,100000,[]
46,470,940,100000,[53]
47,436,872,100000,[]
48,612,100000,100000,[55]
49,489,978,100000,"[56, 60, 85]"
50,300,100000,100000,"[54, 71, 98]"
51,517,1034,362,[66]
52,417,834,292,"[64, 65, 85]"
53,501,1002,100000,"[58, 63, 73]"
54,569,1138,398,[57]
55,361,100000,100000,"[60, 61, 62]"
56,548,100000,100000,[59]
57,507,100000,100000,[66]
58,719,100000,100000,[67]
59,484,100000,339,[67]
60,550,100000,385,[67]
61,492,984,100000,[69]
62,542,1084,100000,"[68, 70]"
63,484,100000,339,[74]
64,361,100000,100000,"[71, 72, 73]"
65,573,100000,100000,[91]
66,541,100000,100000,"[75, 76, 77, 78]"
67,361,100000,253,"[79, 80, 81, 82, 83]"
68,603,100000,100000,"[84, 85]"
69,279,100000,195,[86]
70,434,100000,304,[]
71,500,100000,100000,[]
72,561,100000,100000,[]
73,565,1130,396,[]
74,575,100000,402,[]
75,325,650,100000,[]
76,356,712,249,[88]
77,665,1330,465,[89]
78,254,100000,100000,[]
79,616,100000,431,[90]
80,555,1110,100000,[91]
81,483,966,338,[]
82,486,972,100000,[]
83,483,966,338,[95]
84,640,100000,100000,[87]
85,552,100000,100000,[]
86,467,934,100000,[92]
87,547,100000,383,[93]
88,588,100000,100000,[]
89,522,100000,100000,[96]
90,764,100000,535,[]
91,577,1154,100000,[94]
92,351,702,246,[95]
93,629,100000,100000,[97]
94,532,100000,100000,"[98, 100]"
95,444,100000,311,[]
96,429,858,100000,[99]
97,424,848,100000,[]
98,444,100000,311,[]
99,584,100000,100000,[]
100,517,1034,100000,[]
