task,th,tr,tc,successor
1,74,100000,52,[76]
2,143,286,100000,[92]
3,302,100000,100000,"[4, 5, 6, 7, 8, 9]"
4,575,100000,100000,[17]
5,51,102,100000,[17]
6,86,172,60,[17]
7,203,100000,100000,"[11, 12, 13]"
8,451,902,100000,"[17, 22]"
9,269,100000,100000,"[10, 11, 13, 14]"
10,255,100000,100000,[42]
11,231,462,100000,[76]
12,193,100000,135,[70]
13,44,100000,100000,[17]
14,234,100000,100000,"[15, 16, 18, 19, 20]"
15,191,100000,134,[42]
16,24,100000,100000,[70]
17,452,100000,100000,"[24, 25, 26, 27, 28, 29, 30]"
18,30,100000,100000,"[21, 22, 32]"
19,189,378,100000,"[41, 53, 54]"
20,79,158,100000,"[21, 22, 23, 24, 31]"
21,222,100000,100000,[42]
22,134,268,100000,[42]
23,323,646,100000,[76]
24,96,100000,100000,[76]
25,58,100000,41,"[39, 41, 47]"
26,548,1096,100000,"[40, 43, 53, 64]"
27,501,100000,100000,"[32, 33, 34, 35]"
28,269,100000,188,"[32, 35]"
29,43,100000,100000,"[33, 44]"
30,181,362,127,"[53, 67, 68, 74]"
31,300,100000,210,"[32, 34, 35, 36, 38, 41]"
32,127,100000,100000,[92]
33,68,136,48,"[36, 38, 41, 47]"
34,555,1110,388,"[39, 58]"
35,72,144,100000,"[37, 40]"
36,380,100000,100000,[42]
37,48,96,100000,[42]
38,327,100000,229,[42]
39,102,100000,71,[70]
40,359,718,100000,"[44, 47, 55]"
41,301,100000,211,"[43, 45, 46]"
42,115,230,100000,"[48, 49, 50, 51, 52, 53]"
43,162,324,100000,[70]
44,85,100000,59,"[66, 74]"
45,36,72,25,"[55, 57]"
46,133,100000,100000,"[55, 56]"
47,56,112,39,"[62, 74]"
48,159,100000,100000,"[54, 55, 56]"
49,198,100000,139,"[54, 55, 59, 61, 62, 64]"
50,415,830,100000,[56]
51,245,100000,172,"[54, 55, 63, 68, 83]"
52,67,100000,100000,"[63, 64]"
53,362,100000,100000,[61]
54,400,100000,100000,[76]
55,161,322,113,[92]
56,37,100000,100000,"[57, 58]"
57,540,100000,378,"[62, 63, 64]"
58,52,104,36,"[59, 60, 61]"
59,74,148,52,[92]
60,408,100000,100000,"[63, 64, 65, 68, 72]"
61,201,402,100000,"[63, 66]"
62,497,100000,100000,"[65, 66, 67, 68]"
63,394,100000,100000,[70]
64,87,100000,61,[74]
65,191,100000,100000,"[69, 71, 73]"
66,220,100000,100000,"[69, 72]"
67,210,100000,147,"[70, 75, 76, 83]"
68,240,100000,168,"[75, 76]"
69,508,100000,356,[76]
70,119,100000,100000,"[77, 78, 79, 80, 81, 82, 84]"
71,159,318,100000,[94]
72,506,100000,100000,[]
73,87,100000,100000,[100]
74,308,100000,216,"[83, 92]"
75,112,100000,100000,"[84, 100]"
76,43,100000,100000,"[85, 86, 87, 88, 89, 90, 91, 93]"
77,304,608,100000,[92]
78,591,1182,414,[]
79,279,100000,195,"[94, 100]"
80,39,78,100000,[93]
81,294,588,100000,"[94, 100]"
82,214,100000,150,[]
83,283,100000,198,[]
84,23,100000,100000,"[93, 94]"
85,46,100000,100000,[]
86,128,256,100000,[]
87,276,552,193,[100]
88,60,120,42,[]
89,477,954,100000,[]
90,221,100000,100000,[]
91,570,1140,399,[100]
92,446,100000,312,"[95, 96, 97, 98, 99]"
93,576,1152,403,[]
94,62,124,43,[]
95,145,100000,100000,[]
96,247,100000,173,[]
97,585,1170,100000,[]
98,369,738,258,[]
99,194,100000,100000,[]
100,267,534,187,[]
