task,th,tr,tc,successor
1,212,100000,100000,[8]
2,142,100000,100000,[10]
3,30,100000,100000,[11]
4,146,100000,100000,"[9, 13, 14]"
5,254,100000,100000,"[12, 13, 14]"
6,125,250,88,"[13, 14]"
7,257,514,100000,"[13, 14]"
8,50,100000,35,[17]
9,206,412,144,[15]
10,124,100000,100000,[18]
11,192,100000,134,[17]
12,357,100000,250,[16]
13,49,98,100000,"[17, 18, 19, 20, 21]"
14,92,100000,100000,"[17, 18, 19, 20, 21]"
15,92,100000,100000,[21]
16,137,100000,96,[20]
17,20,100000,100000,"[22, 23, 24]"
18,87,100000,61,"[24, 34, 36]"
19,112,224,100000,"[24, 45, 48]"
20,26,52,18,"[25, 29, 30]"
21,173,100000,100000,"[28, 29, 30]"
22,222,100000,100000,"[26, 28, 30]"
23,121,242,100000,"[27, 28, 29, 30]"
24,254,100000,100000,"[57, 67]"
25,100,100000,70,[31]
26,44,88,100000,[32]
27,90,180,63,[33]
28,153,306,100000,"[34, 35, 36]"
29,246,492,172,"[39, 40, 45]"
30,263,100000,100000,"[34, 35]"
31,79,100000,100000,[37]
32,127,100000,100000,[38]
33,159,100000,100000,[39]
34,168,336,100000,"[38, 39, 40]"
35,253,100000,100000,"[48, 56]"
36,53,106,37,"[62, 66]"
37,209,100000,146,[42]
38,131,100000,100000,"[41, 43, 45, 55]"
39,84,100000,59,[44]
40,214,100000,150,"[50, 57]"
41,123,100000,86,[46]
42,141,100000,100000,[47]
43,82,164,100000,"[48, 49, 67]"
44,97,100000,100000,"[48, 49, 50, 67]"
45,104,100000,73,"[68, 71]"
46,237,100000,100000,[51]
47,203,406,100000,[52]
48,44,88,31,"[53, 57, 64]"
49,102,204,71,"[54, 56, 69]"
50,111,100000,78,"[54, 55]"
51,146,100000,100000,[59]
52,132,264,100000,[60]
53,24,48,100000,[61]
54,186,100000,130,"[58, 63]"
55,196,392,137,"[62, 63, 64]"
56,117,100000,82,[62]
57,57,100000,40,"[62, 63]"
58,47,94,100000,[65]
59,97,100000,100000,[67]
60,52,104,100000,[68]
61,87,174,100000,[66]
62,108,100000,76,[75]
63,161,100000,100000,"[68, 70, 71]"
64,116,100000,100000,"[69, 70]"
65,74,100000,100000,[73]
66,65,130,46,"[72, 74, 93]"
67,204,100000,100000,[82]
68,61,122,100000,[]
69,241,482,169,"[82, 96]"
70,47,100000,100000,"[75, 76]"
71,136,100000,100000,"[75, 76]"
72,101,202,100000,[77]
73,101,202,71,[79]
74,192,384,100000,[81]
75,130,260,91,"[78, 80, 82, 83, 84]"
76,85,100000,59,"[82, 84]"
77,62,100000,100000,[88]
78,29,58,100000,[85]
79,70,100000,49,[86]
80,60,120,42,[87]
81,125,100000,100000,[89]
82,36,100000,100000,"[94, 99, 100]"
83,54,100000,38,[90]
84,140,280,100000,"[89, 90, 93, 99]"
85,238,100000,167,[93]
86,166,100000,100000,[91]
87,394,788,100000,[93]
88,132,100000,100000,[92]
89,198,396,100000,"[95, 96, 97]"
90,194,100000,136,"[94, 98]"
91,158,316,111,[99]
92,86,100000,60,[100]
93,76,152,100000,[]
94,128,100000,90,[]
95,29,58,100000,[]
96,230,100000,161,[]
97,54,108,100000,[100]
98,149,100000,104,[]
99,63,100000,100000,[]
100,109,218,100000,[]
