task,th,tr,tc,successor
1,186,372,130,[7]
2,288,100000,202,[8]
3,103,100000,100000,[10]
4,192,384,100000,"[9, 46, 49]"
5,250,100000,100000,"[11, 12, 13, 17]"
6,221,442,155,"[11, 12]"
7,164,100000,115,[16]
8,195,390,100000,[15]
9,41,82,100000,[14]
10,118,100000,83,[17]
11,230,460,161,[16]
12,127,254,100000,"[16, 18, 19, 20]"
13,252,100000,176,[16]
14,84,168,100000,[23]
15,121,242,100000,[21]
16,106,100000,74,"[22, 23, 46, 49]"
17,142,100000,100000,[76]
18,20,100000,100000,[25]
19,59,100000,100000,"[22, 49]"
20,114,100000,100000,"[22, 23, 24, 46]"
21,171,100000,120,[28]
22,175,100000,122,"[26, 29, 32]"
23,131,100000,100000,"[29, 38]"
24,102,204,100000,"[27, 29, 31, 32, 44]"
25,79,158,100000,"[29, 30, 31, 37]"
26,248,100000,100000,[34]
27,205,410,144,[35]
28,41,100000,100000,[37]
29,21,42,100000,"[33, 36, 39]"
30,136,272,100000,"[36, 44]"
31,70,100000,49,"[36, 38, 39, 55]"
32,308,100000,100000,"[36, 38]"
33,102,100000,100000,[40]
34,84,100000,59,[42]
35,97,100000,68,[43]
36,187,374,100000,"[41, 42, 45]"
37,343,100000,100000,"[44, 46]"
38,145,100000,102,"[42, 43, 51]"
39,122,244,100000,"[42, 43]"
40,84,100000,100000,[48]
41,44,100000,31,[47]
42,204,408,100000,"[52, 54]"
43,94,100000,66,[69]
44,223,100000,100000,[49]
45,159,100000,100000,"[50, 79]"
46,218,100000,100000,[50]
47,293,586,100000,[51]
48,123,246,100000,"[51, 52, 55, 65]"
49,156,100000,109,"[51, 73, 81]"
50,125,100000,100000,"[53, 54]"
51,164,328,100000,"[56, 59]"
52,119,100000,83,[57]
53,141,100000,99,"[64, 69]"
54,41,82,29,[58]
55,43,100000,30,[]
56,259,100000,100000,[60]
57,216,432,100000,[62]
58,154,308,100000,"[61, 63, 65]"
59,98,100000,100000,[64]
60,267,534,100000,[67]
61,152,100000,100000,[66]
62,75,150,52,[69]
63,70,140,100000,[68]
64,144,288,101,[70]
65,103,206,100000,"[69, 70]"
66,128,256,100000,[72]
67,306,100000,214,[71]
68,107,214,75,[73]
69,129,100000,100000,"[73, 74, 76, 82]"
70,28,100000,100000,"[75, 76]"
71,276,100000,193,[79]
72,41,100000,100000,[77]
73,30,60,21,"[78, 95]"
74,83,100000,100000,"[81, 83]"
75,158,316,100000,"[82, 89]"
76,152,100000,100000,"[80, 83, 90]"
77,160,100000,112,[84]
78,122,100000,100000,[87]
79,166,100000,116,"[85, 88, 89]"
80,163,100000,100000,"[86, 88]"
81,58,100000,100000,[89]
82,45,100000,31,[90]
83,216,100000,100000,[]
84,205,410,144,[92]
85,116,232,81,[93]
86,58,116,41,[94]
87,41,100000,100000,[91]
88,103,100000,72,[]
89,199,100000,100000,[98]
90,97,100000,100000,[95]
91,200,100000,140,[96]
92,246,100000,100000,[98]
93,161,322,113,[98]
94,35,100000,24,[97]
95,43,86,100000,"[99, 100]"
96,39,78,27,[]
97,98,100000,69,[]
98,123,246,100000,[]
99,107,214,100000,[]
100,110,100000,100000,[]
