task,th,tr,tc,successor
1,264,528,100000,"[2, 3]"
2,172,100000,100000,"[4, 5, 7]"
3,360,720,100000,"[4, 5, 6, 7]"
4,277,100000,194,"[8, 9]"
5,145,100000,100000,"[8, 9, 10, 11, 12]"
6,152,100000,106,"[8, 9, 10, 11, 12]"
7,458,100000,100000,[8]
8,218,436,100000,[13]
9,27,100000,19,"[13, 14]"
10,51,100000,100000,"[13, 14]"
11,69,138,48,"[13, 14]"
12,237,474,100000,"[13, 14]"
13,188,100000,100000,"[15, 16, 17]"
14,556,1112,100000,"[15, 16, 17]"
15,126,252,88,"[19, 20]"
16,153,306,107,"[18, 20]"
17,33,100000,100000,"[18, 20]"
18,522,100000,100000,"[21, 22, 23, 24]"
19,68,136,48,"[21, 22, 23, 24]"
20,45,100000,100000,"[21, 22, 23, 24]"
21,513,100000,359,"[25, 26, 27, 28]"
22,241,100000,100000,"[25, 27, 30]"
23,492,100000,100000,"[29, 30]"
24,170,100000,100000,"[28, 29, 30]"
25,147,100000,100000,[31]
26,328,100000,100000,[31]
27,111,222,78,[31]
28,230,460,161,[31]
29,325,650,100000,[31]
30,271,542,100000,[31]
31,205,100000,144,"[32, 33, 34, 35, 36]"
32,235,470,100000,"[37, 38, 39]"
33,65,100000,46,"[37, 38, 39]"
34,343,686,240,"[38, 40, 44]"
35,120,100000,84,[47]
36,467,934,327,"[37, 40]"
37,595,100000,416,"[44, 45]"
38,408,100000,100000,"[41, 43, 45]"
39,141,100000,100000,"[41, 42, 43, 44, 45]"
40,39,78,27,"[41, 42, 43, 45]"
41,319,100000,223,"[46, 47]"
42,108,216,76,"[46, 47]"
43,76,152,53,"[46, 47]"
44,156,100000,100000,"[46, 47]"
45,211,100000,148,[46]
46,237,100000,100000,[48]
47,52,100000,36,[48]
48,110,100000,100000,"[49, 50, 51, 52]"
49,283,100000,100000,"[53, 54, 57]"
50,338,676,237,"[53, 54, 56, 57]"
51,137,274,100000,"[53, 54, 55]"
52,178,100000,125,[55]
53,312,624,100000,"[58, 59, 60]"
54,532,100000,100000,[59]
55,156,312,100000,"[58, 60, 65]"
56,188,100000,100000,"[78, 85, 91]"
57,247,100000,100000,"[58, 59, 63]"
58,64,128,45,"[61, 62, 64]"
59,579,100000,100000,"[61, 62, 65]"
60,125,100000,100000,"[61, 63, 72]"
61,484,968,100000,"[66, 90, 91]"
62,179,100000,100000,"[66, 74, 77]"
63,154,100000,108,"[66, 67]"
64,564,100000,100000,"[66, 67, 68, 69, 70]"
65,92,100000,64,"[67, 68]"
66,303,100000,212,[]
67,330,100000,100000,"[74, 75, 77]"
68,25,100000,100000,[71]
69,422,100000,100000,[71]
70,99,198,100000,[71]
71,95,190,100000,"[72, 73, 74, 75]"
72,203,100000,100000,"[76, 78, 84]"
73,52,100000,36,[77]
74,39,100000,100000,"[76, 78]"
75,350,700,245,[78]
76,185,370,100000,[]
77,256,100000,100000,"[79, 80]"
78,438,876,307,"[88, 94]"
79,106,100000,100000,"[81, 82, 88]"
80,264,528,100000,"[82, 83, 84]"
81,392,100000,274,"[95, 96]"
82,565,100000,100000,"[85, 86]"
83,115,100000,80,[94]
84,319,638,100000,"[86, 87, 88]"
85,88,100000,62,"[89, 90, 94]"
86,159,318,111,"[90, 91]"
87,33,100000,23,[]
88,514,100000,100000,"[89, 92]"
89,586,1172,100000,[96]
90,361,100000,253,"[97, 100]"
91,34,68,100000,"[93, 94, 95]"
92,137,100000,100000,[96]
93,234,468,100000,"[98, 100]"
94,63,126,100000,[99]
95,177,100000,124,"[97, 100]"
96,208,100000,100000,"[99, 100]"
97,85,100000,100000,[]
98,512,1024,358,[]
99,98,196,69,[]
100,518,1036,100000,[]
