task,th,tr,tc,successor
1,198,396,100000,[21]
2,108,216,100000,[37]
3,82,100000,57,[17]
4,28,100000,100000,"[15, 16, 23]"
5,148,296,100000,"[12, 14, 18, 19]"
6,96,100000,67,[]
7,280,560,196,"[10, 20, 41]"
8,291,100000,100000,[11]
9,34,100000,24,[13]
10,191,100000,134,[21]
11,216,432,100000,[21]
12,55,100000,100000,[21]
13,65,100000,100000,[21]
14,108,100000,76,[37]
15,221,100000,100000,[24]
16,46,100000,100000,[25]
17,167,334,100000,[26]
18,172,100000,120,[27]
19,179,358,100000,"[22, 28]"
20,173,346,121,[23]
21,46,100000,100000,"[29, 30, 31, 32, 33, 34, 35, 36]"
22,157,314,100000,[37]
23,39,78,100000,[37]
24,163,100000,100000,[38]
25,137,100000,100000,[39]
26,43,86,100000,[40]
27,169,338,118,[41]
28,96,192,100000,"[42, 43, 88]"
29,134,100000,94,[57]
30,142,100000,100000,[]
31,81,100000,57,[]
32,163,100000,114,[]
33,42,84,100000,[84]
34,31,100000,22,[65]
35,203,100000,142,[]
36,205,410,100000,[]
37,327,100000,100000,"[44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55]"
38,124,100000,100000,[56]
39,77,154,54,[65]
40,136,272,100000,[]
41,220,100000,100000,[]
42,152,304,106,[]
43,43,100000,30,[]
44,205,100000,100000,[62]
45,55,100000,38,"[61, 66, 93]"
46,55,100000,100000,[81]
47,197,100000,100000,[65]
48,177,100000,124,[]
49,66,132,100000,[63]
50,139,100000,100000,[]
51,204,100000,143,[]
52,133,100000,93,[60]
53,134,268,100000,[97]
54,115,100000,80,[64]
55,47,100000,100000,[67]
56,111,222,78,[59]
57,288,100000,202,[58]
58,112,100000,100000,[70]
59,71,100000,100000,"[68, 73]"
60,154,100000,100000,"[69, 72]"
61,39,78,100000,[71]
62,260,520,100000,[72]
63,377,100000,264,[]
64,128,100000,90,[]
65,194,388,100000,[]
66,48,100000,34,[]
67,130,260,100000,"[74, 80]"
68,184,368,129,[75]
69,145,290,100000,[76]
70,98,196,100000,[77]
71,62,124,100000,"[79, 80]"
72,69,100000,100000,"[78, 81]"
73,113,226,79,[100]
74,206,412,100000,[]
75,197,100000,138,[82]
76,62,100000,100000,[83]
77,75,150,100000,[83]
78,164,100000,100000,[]
79,172,100000,120,[90]
80,170,100000,100000,"[84, 85, 87]"
81,189,100000,100000,"[86, 88, 89]"
82,164,328,100000,[91]
83,125,250,88,[94]
84,189,378,100000,[92]
85,100,100000,100000,[]
86,314,100000,220,[93]
87,161,322,100000,[]
88,46,92,100000,[]
89,109,100000,76,[]
90,135,100000,94,[]
91,45,90,31,[95]
92,127,100000,89,[96]
93,102,100000,71,[]
94,142,100000,100000,[97]
95,123,246,100000,[]
96,99,100000,69,[98]
97,78,100000,100000,"[99, 100]"
98,55,110,100000,[]
99,56,100000,100000,[]
100,105,100000,74,[]
